object_id,outer_train_local_index,fold,group,producer_train_rows,row_in_producer_train
XUV8Msw6e12He0p015H1,91,0,576,245,False
XUV27Msw13e11he0p012H1,92,0,221,245,False
X10Msw5e13He0p01,93,0,4,245,False
XUV50Msw14e12He0p03H1,94,1,534,245,False
XUV40Msw6e12He0p03H1,95,1,422,245,False
XUV20Msw14e12He0p03H1,96,0,132,245,False
XUV33Msw55e11He0p0460H0,97,1,318,245,False
XUV20Msw2e13He0p02Ew11,98,0,62,245,False
XUV5Msw56e12He0p2430H1,99,1,546,245,False
XUV39Msw28e12He0p0280H0,100,0,369,245,False
XUV3Msw63e11He0p0340H0,101,0,397,245,False
XUV21Msw28e12He0p0130H0,102,1,142,245,False
XUV33Msw66e12He0p2610H1,103,1,322,245,False
XUV27Msw13e11He0p012H0,104,1,220,245,False
XUV41Msw70e11He0p0320H1,105,1,436,245,False
XUV47Msw70e11He0p0980H0,106,1,504,245,False
XUV33Msw94e11He0p0240H1,107,1,329,245,False
XUV40Msw2p5e12He0p002,108,1,418,245,False
XUV43Msw46e12He0p0980H0,109,1,457,245,False
XUV21Msw10e11He0p1130H0,110,1,137,245,False
XUV39Msw19e12He0p0110H0,111,0,367,245,False
XUV11Msw2e12He0p030198H1,112,1,22,245,False
XUV33Msw17e12He0p3000H1,113,1,300,245,False
XUV9Msw30e12He0p0860H0,114,1,582,245,False
XUV49Msw86e11He0p1050H1,115,1,531,245,False
XUV39Msw21e11He0p0560H0,116,1,368,245,False
XUV25Msw1e11He0p01H1,117,1,189,245,False
XUV60Msw5e13He0p01Ew11H2a1,118,1,554,245,False
XUV13Msw88e11He0p0520H0,119,0,51,245,False
XUV49Msw25e11He0p1390H0,120,1,516,245,False
XUV31Msw91e11He0p2790H0,121,0,296,245,False
XUV33Msw35e12He0p0600H0,122,1,309,245,False
XUV9Msw5e13He0p0560H1,123,1,592,245,False
XUV49Msw60e12He0p1300H1,124,1,527,245,False
XUV3Msw35e12He0p0140H0,125,0,392,245,False
XUV9Msw2e12He0p030198H1,126,0,581,245,False
XUV17Msw90e11He0p0170H1,127,1,94,245,False
XUV20Msw2e12He0p03H0,128,1,133,245,False
XUV29Msw2e12He0p030198H0,129,1,244,245,False
XUV31Msw48e11He0p0560H0,130,0,287,245,False
XUV1Msw92e11He0p0980H1,131,1,127,245,False
XUV43Msw14e11He0p1490H1,132,0,448,245,False
XUV40Msw5e13He0p004,133,1,420,245,False
XUV39Msw45e11He0p0980H1,134,0,373,245,False
XUV23Msw14e12He0p1130H1,135,0,163,245,False
XUV29Msw3e11He0p0320H0,136,0,252,245,False
XUV43Msw27e12He0p0100H0,137,1,451,245,False
XUV27Msw27e12He0p0370H0,138,0,226,245,False
XUV49Msw69e12He0p0200H0,139,0,528,245,False
XUV21Msw38e12He0p0980H0,140,0,147,245,False
XUV23Msw68e11He0p0740H1,141,0,176,245,False
XUV29Msw69e12He0p0460H1,142,0,267,245,False
XUV7Msw85e11He0p0150H0,143,0,569,245,False
XUV23Msw85e12He0p0650H1,144,1,181,245,False
XUV21Msw7e12He0p0980H1,145,1,158,245,False
XUV33Msw30e11He0p0110H1,146,1,307,245,False
XUV7Msw2e11He0p0150H0,147,0,560,245,False
XUV39Msw48e12He0p2790H1,148,1,374,245,False
XUV19Msw95e12He0p0320H1,149,1,113,245,False
XUV45Msw53e11He0p1970H0,150,0,471,245,False
XUV45Msw8e12He0p03H1,151,0,483,245,False
XUV1Msw97e11He0p2270H0,152,0,131,245,False
XUV31Msw81e11He0p3000H0,153,1,290,245,False
X5Msw1e11He0p1H2,154,1,7,245,False
XUV23Msw84e12He0p0160H1,155,0,180,245,False
XUV1Msw76e11He0p0650H0,156,0,124,245,False
XUV27Msw40e12He0p0520H1,157,1,231,245,False
XUV15Msw2e12He0p0100H1,158,1,61,245,False
XUV1Msw83e11He0p1720H1,159,0,126,245,False
XUV16Msw1e12He0p05H0,160,1,80,245,False
XUV11Msw45e11He0p0520H1,161,1,26,245,False
XUV5Msw2p5e12He0p05,162,0,542,245,False
XUV39Msw66e11He0p0240H1,163,1,377,245,False
XUV39Msw61e11He0p0340H0,164,0,375,245,False
XUV41Msw44e11He0p0160H1,165,0,432,245,False
XUV5Msw11e11He0p0320H0,166,0,536,245,False
XUV49Msw83e11He0p0600H1,167,0,530,245,False
XUV45Msw68e11He0p0150H0,168,1,475,245,False
XUV9Msw63e12He0p0980H1,169,0,593,245,False
XUV7Msw29e11He0p1970H0,170,1,559,245,False
XUV19Msw96e12He0p0420H0,171,1,114,245,False
XUV29Msw67e12He0p0300H0,172,0,266,245,False
XUV45Msw6e12He0p3000H0,173,1,478,245,False
XUV25Msw86e11He0p0300H0,174,0,216,245,False
XUV7Msw68e12He0p0110H0,175,1,565,245,False
XUV29Msw25e11He0p1300H0,176,1,242,245,False
XUV31Msw15e11He0p0210H1,177,0,278,245,False
XUV29Msw49e13He0p2610H0,178,1,259,245,False
XUV5Msw98e11He0p1970H0,179,1,550,245,False
XUV45Msw19e11He0p0110H1,180,0,463,245,False
XUV11Msw46e12He0p2610H0,181,0,27,245,False
XUV45Msw8e12He0p03H0,182,1,482,245,False
XUV13Msw26e11He0p0740H1,183,1,37,245,False
XUV35Msw2e12He0p02H0,184,0,336,245,False
XUV43Msw22e12He0p0860H0,185,0,450,245,False
XUV43Msw18e11He0p1210H0,186,1,449,245,False
XUV41Msw91e12He0p1050H0,187,1,441,245,False
XUV3Msw38e12He0p1840H0,188,1,393,245,False
XUV21Msw60e12He0p0320H1,189,1,153,245,False
XUV33Msw24e11He0p0560H0,190,0,301,245,False
XUV9Msw6e12He0p2790H0,191,0,595,245,False
XUV14Msw3e13He0p03H1,192,0,55,245,False
XUV33Msw47e11He0p0490H1,193,0,315,245,False
XUV39Msw2e11He0p2270H0,194,1,370,245,False
XUV30Msw14e12He0p06H1,195,1,272,245,False
XUV29Msw62e11He0p0740H1,196,0,262,245,False
XUV11Msw40e12He0p2120H1,197,0,23,245,False
XUV15Msw86e11He0p0650H0,198,0,76,245,False
XUV15Msw62e11He0p2120H0,199,1,73,245,False
XUV21Msw45e12He0p0280H0,200,0,148,245,False
XUV15Msw14e11He0p2120H1,201,0,56,245,False
XUV45Msw15e12He0p1050H1,202,1,462,245,False
XUV11Msw25e12He0p2120H0,203,0,19,245,False
XUV27Msw10e11He0p1300H1,204,1,219,245,False
XUV27Msw57e12He0p0370H0,205,1,233,245,False
XUV45Msw65e11He0p0100H1,206,0,474,245,False
XUV15Msw40e12He0p1130H0,207,0,66,245,False
XUV39Msw71e11He0p2430H0,208,0,378,245,False
XUV40Msw11e12He0p04H1,209,0,407,245,False
XUV15Msw58e12He0p1490H1,210,1,70,245,False
XUV1Msw51e12He0p0170H0,211,1,119,245,False
XUV7Msw19e12He0p1490H1,212,0,557,245,False
XUV23Msw57e12He0p0230H0,213,0,174,245,False
X30Msw1e11He0p25,214,0,6,245,False
XUV17Msw70e11He0p0240H1,215,1,89,245,False
XUV17Msw79e12He0p0600H0,216,0,90,245,False
XUV31Msw43e11He0p0340H1,217,0,285,245,False
XUV31Msw17e11He0p1300H0,218,1,279,245,False
XUV3Msw17e11He0p1970H1,219,1,385,245,False
XUV3Msw84e11He0p0150H1,220,1,402,245,False
XUV39Msw3e11He0p0740H1,221,1,372,245,False
XUV33Msw35e12He0p1210H0,222,0,310,245,False
XUV28Msw5e11He0p01H0,223,1,238,245,False
XUV29Msw78e12He0p2120H0,224,1,268,245,False
XUV25Msw30e11He0p0200H1,225,0,202,245,False
XUV60Msw1e11He0p015Ew11H2a1,226,0,552,245,False
XUV7Msw78e12He0p3000H1,227,1,568,245,False
XUV5Msw1e11He0p2Sol_max-new,228,0,539,245,False
XUV48Msw4e12He0p06H1,229,1,512,245,False
XUV41Msw7e12He0p0130H1,230,1,439,245,False
XUV27Msw2e12He0p030198H0,231,1,227,245,False
XUV23Msw6e12He0p2270H0,232,1,177,245,False
XUV47Msw93e12He0p2610H1,233,0,508,245,False
XUV23Msw49e12He0p1130H0,234,0,171,245,False
XUV37Msw4e11He0p1390H0,235,1,362,245,False
XUV15Msw98e11He0p0200H0,236,0,78,245,False
XUV40Msw8e12He0p03H1,237,1,424,245,False
XUV45Msw84e11He0p0460H0,238,0,481,245,False
XUV25Msw2e12He0p0920H1,239,0,199,245,False
XUV7Msw3e13He0p1210H1,240,0,562,245,False
XUV25Msw71e11He0p0650H0,241,0,215,245,False
XUV27Msw2e13He0p0370H0,242,0,229,245,False
XUV35Msw6e12He0p04H0,243,1,348,245,False
XUV37Msw53e11He0p1300H1,244,1,363,245,False
X10Msw1e11He0p075,245,1,0,245,False
XUV43Msw39e12He0p0200H1,246,1,455,245,False
XUV11Msw10e11He0p0800H1,247,0,12,245,False
XUV15Msw35e12He0p0740H0,248,1,64,245,False
XUV33Msw42e12He0p3000H0,249,1,314,245,False
XUV29Msw49e11He0p0180H0,250,1,258,245,False
XUV21Msw47e11He0p1210H1,251,1,149,245,False
XUV1Msw77e12He0p2120H0,252,1,125,245,False
XUV30Msw6e12He0p02H1,253,1,275,245,False
XUV3Msw12e12He0p0800H1,254,0,383,245,False
XUV25Msw69e11He0p0320H1,255,1,213,245,False
XUV7Msw71e13He0p0420H1,256,0,566,245,False
XUV15Msw60e12He0p0100H1,257,0,72,245,False
XUV19Msw67e11He0p0860H0,258,0,110,245,False
XUV21Msw79e11He0p0100H1,259,0,157,245,False
XUV23Msw29e11He0p0650H0,260,1,169,245,False
XUV25Msw14e12He0p03H1,261,1,187,245,False
XUV9Msw36e11He0p0130H0,262,1,585,245,False
XUV11Msw44e12He0p0860H1,263,0,25,245,False
XUV9Msw74e11He0p0300H1,264,1,596,245,False
XUV41Msw58e12He0p0240H0,265,0,435,245,False
XUV5Msw1e11He0p2new,266,0,539,245,False
XUV21Msw51e12He0p0980H0,267,1,151,245,False
XUV25Msw51e11He0p1840H0,268,1,210,245,False
XUV45Msw3e12He0p0920H0,269,1,470,245,False
XUV31Msw12e12He0p0140H1,270,1,277,245,False
XUV29Msw56e11He0p0280H0,271,1,261,245,False
XUV37Msw47e11He0p0860H0,272,0,361,245,False
XUV25Msw2e12He0p1720H1PName,273,1,200,245,False
XUV47Msw23e11He0p0520H1,274,1,486,245,False
XUV47Msw77e11He0p1490H0,275,0,505,245,False
XUV9Msw30e12He0p0920H0,276,0,583,245,False
XUV47Msw4e11He0p0980H1,277,1,494,245,False
XUV47Msw39e11He0p1490H1,278,0,490,245,False
XUV1Msw93e12He0p0110H1,279,1,129,245,False
XUV5Msw1e11He0p2,280,1,538,245,False
XUV3Msw6e11He0p0210H1,281,1,399,245,False
XUV11Msw18e12He0p0920H1,282,1,16,245,False
XUV10Msw1e11He0p2Solnew,283,1,10,245,False
XUV50Msw14e12He0p03H0,284,0,533,245,False
XUV15Msw16e12He0p0130H0,285,1,57,245,False
XUV27Msw93e11He0p1720H0,286,1,236,245,False
XUV15Msw1e11He0p03H1,287,0,58,245,False
XUV37Msw43e11He0p0560H1,288,1,358,245,False
XUV27Msw99e12He0p1840H1,289,0,237,245,False
XUV49Msw46e12He0p1970H1,290,0,522,245,False
XUV35Msw68e12He0p0650H0,291,0,347,245,False
XUV33Msw41e12He0p0140H1,292,0,312,245,False
XUV21Msw25e12He0p0100H0,293,1,140,245,False
XUV23Msw13e11He0p0100H0,294,0,162,245,False
XUV29Msw1e11He0p0490H1,295,0,241,245,False
XUV15Msw62e12He0p0600H0,296,0,74,245,False
XUV43Msw76e12He0p1050H1,297,0,461,245,False
XUV13Msw25e11He0p0180H1,298,0,36,245,False
XUV13Msw10e11He0p0690H1,299,0,32,245,False
XUV29Msw47e12He0p0920H1,300,0,257,245,False
XUV13Msw99e12He0p0210H0,301,1,53,245,False
XUV49Msw2e12He0p030198H0,302,1,518,245,False
XUV19Msw82e12He0p0980H1,303,0,112,245,False
XUV31Msw73e11He0p0300H0,304,0,289,245,False
XUV45Msw73e11He0p0100H1,305,1,480,245,False
XUV40Msw11e12He0p04H0,306,0,406,245,False
XUV3Msw34e11He0p0180H0,307,1,391,245,False
XUV7Msw45e12He0p0980H0,308,1,563,245,False
XUV9Msw27e11He0p1720H1,309,0,578,245,False
XUV40Msw14e12He0p1H1,310,0,413,245,False
XUV29Msw2e13He0p1840H1,311,1,246,245,False
XUV49Msw30e11He0p0370H1,312,0,520,245,False
X20Msw1e11He0p15,313,1,5,245,False
XUV35Msw92e12He0p2790H1,314,0,352,245,False
XUV9Msw50e11He0p0210H0,315,0,588,245,False
XUV33Msw90e11He0p0300H0,316,0,327,245,False
XUV25Msw6e12He0p03H0,317,1,214,245,False
XUV21Msw29e12He0p0180H1,318,0,143,245,False
XUV33Msw2e12He0p030198H0,319,0,305,245,False
XUV23Msw63e11He0p0300H1,320,1,175,245,False
XUV20Msw3e11He0p02H0,321,0,134,245,False
XUV3Msw7e12He0p02H1,322,0,400,245,False
XUV25Msw59e11He0p0740H0,323,0,211,245,False
XUV41Msw22e11He0p1970H0,324,0,427,245,False
XUV41Msw31e11He0p0920H1,325,0,430,245,False
XUV3Msw56e11He0p0370H1,326,0,395,245,False
XUV35Msw30e12He0p2790H1,327,1,338,245,False
XUV21Msw85e11He0p0650H1,328,0,159,245,False
XUV49Msw28e12He0p0200H1,329,0,517,245,False
XUV29Msw64e12He0p0420H1,330,1,264,245,False
XUV16Msw14e12He0p02H0,331,1,79,245,False
XUV5Msw1e11He0p2Sol,332,1,538,245,False
X10Msw1e11He0p075H2Ew11,333,0,1,245,False
XUV29Msw19e12He0p3000H0,334,1,240,245,False
XUV5Msw14e11He0p0320H0,335,0,537,245,False
XUV35Msw21e12He0p0460H0,336,1,335,245,False
XUV9Msw90e12He0p0260H1,337,1,600,245,False
X10Msw2e13He0p02,338,0,3,245,False
XUV31Msw9e11He0p2790H1,339,0,298,245,False
XUV47Msw19e11He0p0280H1,340,0,485,245,False
XUV43Msw37e12He0p2610H0,341,0,454,245,False
XUV21Msw57e11He0p1970H1,342,0,152,245,False
XUV49Msw57e13He0p0740H1,343,1,524,245,False
XUV1Msw94e11He0p0140H0,344,1,130,245,False
XUV3Msw98e12He0p0980H0,345,1,405,245,False
XUV19Msw3e13He0p0860H1,346,1,103,245,False
XUV49Msw71e11He0p0240H1,347,1,529,245,False
XUV33Msw76e11He0p0210H1,348,0,324,245,False
XUV11Msw21e12He0p0370H1,349,1,18,245,False
XUV7Msw9e11He0p0690H0,350,1,574,245,False
XUV41Msw79e12He0p0400H0,351,0,438,245,False
XUV35Msw2e12He0p03H1,352,0,337,245,False
XUV15Msw1e12He0p05H0,353,1,59,245,False
XUV13Msw7e12He0p0340H0,354,1,50,245,False
XUV13Msw76e11He0p1210H0,355,0,48,245,False
XUV11Msw14e11He0p2430H0,356,0,15,245,False
XUV43Msw58e12He0p0160H1,357,0,458,245,False
XUV17Msw31e12He0p0520H0,358,0,84,245,False
XUV30Msw5e13He0p02Ew11,359,0,62,245,False
XUV37Msw87e11He0p0320H1,360,1,365,245,False
XUV14Msw3e13He0p03H0,361,1,54,245,False
XUV5Msw1e11He0p2Na-Ca-O,362,1,538,245,False
XUV47Msw61e12He0p1840H0,363,1,498,245,False
XUV17Msw69e11He0p0140H1,364,0,88,245,False
XUV45Msw2e12He0p0400H0,365,1,465,245,False
XUV25Msw89e11He0p0110H0,366,1,217,245,False
XUV25Msw29e12He0p1130H1,367,1,192,245,False
XUV23Msw14e12He0p2790H0,368,1,164,245,False
XUV9Msw67e11He0p0300H0,369,1,594,245,False
XUV23Msw17e11He0p0210H0,370,1,165,245,False
XUV1Msw92e12He0p3000H0,371,0,128,245,False
XUV45Msw6e12He0p0600H0,372,0,477,245,False
XUV17Msw98e11He0p0690H1,373,0,95,245,False
XUV9Msw45e11He0p0520H1,374,1,586,245,False
XUV15Msw91e12He0p0140H0,375,1,77,245,False
XUV21Msw31e12He0p0920H1,376,1,144,245,False
XUV47Msw43e12He0p0130H1,377,1,492,245,False
XUV11Msw11e12He0p0560H0,378,1,14,245,False
XUV20Msw3e12He0p03H1,379,1,135,245,False
XUV20Msw5e13He0p001Ew11H2a0,380,0,62,245,False
XUV5Msw1e12He0p0460H0,381,1,540,245,False
XUV24Msw12e12He0p02H0,382,0,183,245,False
XUV3Msw97e12He0p1720H1,383,1,404,245,False
XUV21Msw4e13He0p1050H1,384,0,150,245,False
XUV5Msw37e11He0p0320H1,385,1,543,245,False
XUV1Msw61e12He0p0740H1,386,0,120,245,False
XUV29Msw29e12He0p0120H0,387,0,243,245,False
XUV3Msw80e12He0p0130H0,388,0,401,245,False
XUV9Msw87e11He0p0280H1,389,0,599,245,False
XUV43Msw35e12He0p1300H1,390,1,453,245,False
XUV3Msw8e11He0p0140H1,391,0,403,245,False
XUV45Msw38e11He0p1210H0,392,0,469,245,False
XUV9Msw33e11He0p0200H0,393,0,584,245,False
XUV25Msw3e11He0p015H1,394,1,203,245,False
XUV27Msw18e11He0p0170H0,395,0,222,245,False
XUV21Msw34e12He0p0980H0,396,1,146,245,False
XUV35Msw39e11He0p0920H1,397,1,340,245,False
XUV25Msw45e11He0p1490H1,398,1,206,245,False
XUV23Msw20e12He0p0650H0,399,0,166,245,False
XUV1Msw68e12He0p0150H0,400,1,123,245,False
XUV9Msw28e12He0p1970H1,401,1,579,245,False
XUV19Msw41e12He0p0280H1,402,1,105,245,False
XUV11Msw2e12He0p030198H0,403,1,21,245,False
XUV15Msw47e12He0p0980H1,404,1,67,245,False
XUV5Msw41e12He0p0280H1,405,0,545,245,False
XUV15Msw48e12He0p0340H0,406,0,68,245,False
XUV45Msw6e12Heop03H1,407,0,479,245,False
XUV31Msw32e12He0p0600H0,408,1,283,245,False
XUV23Msw92e11He0p0650H1,409,1,182,245,False
XUV30Msw2e12He0p015H1,410,0,273,245,False
XUV47Msw42e12He0p2790H0,411,0,491,245,False
XUV45Msw59e12He0p1720H1,412,0,473,245,False
XUV39Msw76e11He0p1050H1,413,1,379,245,False
XUV13Msw2e12He0p030198H0,414,0,38,245,False
XUV7Msw96e11He0p0300H0,415,1,571,245,False
XUV33Msw9e12He0p0980H1,416,1,331,245,False
XUV21Msw32e12He0p0170H1,417,1,145,245,False
XUV48Msw4e12He0p06H0,418,0,511,245,False
XUV31Msw2e12He0p0560H1,419,0,280,245,False
XUV40Msw13e12He0p02H0,420,0,410,245,False
XUV23Msw42e11He0p0690H1,421,0,170,245,False
XUV11Msw21e11He0p0100H0,422,0,17,245,False
X10Msw2e13He0p005,423,1,2,245,False
XUV40Msw1e11He0p002,424,1,414,245,False
XUV25Msw2e12He0p02H0,425,0,193,245,False
XUV6Msw6e12He0p01H0,426,0,555,245,False
XUV23Msw51e12He0p0520H0,427,1,173,245,False
XUV37Msw61e12He0p2120H1,428,0,364,245,False
XUV21Msw18e12He0p0860H0,429,0,138,245,False
XUV21Msw27e11He0p1970H0,430,0,141,245,False
XUV42Msw3e11He0p04H0,431,1,444,245,False
XUV40Msw2e12He0p03H1,432,0,416,245,False
XUV3Msw28e12He0p0520H0,433,0,390,245,False
XUV35Msw63e12He0p0140H0,434,0,346,245,False
XUV21Msw64e12He0p0240H0,435,1,154,245,False
XUV25Msw2e12He0p03H1,436,0,198,245,False
XUV49Msw58e12He0p0520H1,437,0,525,245,False
XUV43Msw69e12He0p0170H0,438,1,460,245,False
XUV31Msw83e11He0p1840H0,439,0,291,245,False
XUV9Msw49e11He0p0260H1,440,0,587,245,False
XUV47Msw33e11He0p0230H0,441,1,489,245,False
XUV7Msw98e11He0p0560H1,442,0,573,245,False
XUV29Msw66e12He0p0130H1,443,1,265,245,False
XUV47Msw98e12He0p0800H1,444,1,510,245,False
XUV49Msw33e12He0p1490H0,445,1,521,245,False
XUV13Msw99e12He0p0110H1,446,0,52,245,False
XUV25Msw27e12He0p0800H0,447,0,190,245,False
XUV25Msw45e12He0p0420H1,448,0,207,245,False
XUV35Msw54e11He0p0300H0,449,1,344,245,False
X5Msw2p5e12He0p06H2,450,0,8,245,False
XUV49Msw47e11He0p2790H1,451,0,523,245,False
XUV21Msw95e12He0p0200H0,452,1,161,245,False
XUV35Msw14e12He0p06H1,453,0,332,245,False
XUV35Msw44e11He0p0920H0,454,0,341,245,False
XUV13Msw20e11He0p2610H1,455,1,35,245,False
XUV35Msw45e11He0p0100H0,456,1,342,245,False
XUV35Msw20e12He0p0650H0,457,1,334,245,False
XUV17Msw15e11He0p0340H1,458,1,83,245,False
XUV25Msw5e11He0p0490H0,459,0,212,245,False
XUV7Msw3e12He0p0460H0,460,1,561,245,False
XUV25Msw2e12He0p0320H1,461,1,197,245,False
XUV45Msw2e12He0p1390H1,462,0,466,245,False
XUV29Msw92e12He0p1720H0,463,1,270,245,False
XUV31Msw31e11He0p0120H0,464,1,281,245,False
XUV27Msw79e12He0p0400H0,465,0,235,245,False
XUV3Msw21e12He0p2430H0,466,1,388,245,False
XUV40Msw2e12He0p03H0,467,1,415,245,False
XUV33Msw2e12He0p030198H1,468,0,306,245,False
XUV39Msw88e11He0p0210H0,469,1,381,245,False
XUV47Msw91e11He0p0180H0,470,1,507,245,False
XUV17Msw10e12He0p0110H1,471,0,82,245,False
XUV3Msw20e12He0p0240H0,472,0,386,245,False
XUV27Msw3e13He0p0920H0,473,0,230,245,False
XUV15Msw6e12He0p04H1,474,1,75,245,False
XUV13Msw3e13He0p0740H1,475,1,43,245,False
XUV29Msw34e11He0p1300H1,476,1,248,245,False
XUV29Msw3e12He0p1130H0,477,1,253,245,False
XUV29Msw37e12He0p0400H0,478,0,250,245,False
XUV27Msw1e12He0p0170H0,479,1,224,245,False
XUV25Msw3e12He0p015H0,480,0,204,245,False
XUV3Msw13e12He0p0100H0,481,0,384,245,False
XUV29Msw55e11He0p1720H0,482,0,260,245,False
XUV27Msw5e13He0p0690H1,483,0,234,245,False
XUV11Msw65e12He0p2430H1,484,1,28,245,False
XUV13Msw2e12He0p030198H1,485,1,39,245,False
XUV13Msw60e11He0p0230H1,486,0,46,245,False
XUV7Msw63e12He0p0740H1,487,0,564,245,False
XUV49Msw13e12He0p3000H0,488,0,513,245,False
XUV25Msw15e11He0p0260H0,489,0,188,245,False
