object_id,outer_train_local_index,fold,group,producer_train_rows,row_in_producer_train
XUV35Msw49e12He0p0130H0,78,1,343,393,False
XUV25Msw99e12He0p2120H1,79,1,218,393,False
XUV29Msw37e12He0p2790H1,80,4,251,392,False
XUV41Msw22e13He0p2270H1PName,81,1,428,393,False
XUV9Msw20e12He0p2790H1,82,3,577,386,False
XUV25Msw49e11He0p0420H0,83,3,209,386,False
XUV1Msw66e12He0p0230H1,84,2,122,397,False
XUV21Msw93e11He0p0210H0,85,0,160,392,False
XUV40Msw12e11He0p04H1,86,1,409,393,False
XUV7Msw95e11He0p0320H0,87,4,570,392,False
XUV47Msw49e11He0p1300H1,88,4,493,392,False
XUV7Msw18e11He0p2610H1,89,1,556,393,False
XUV9Msw57e11He0p0260H1,90,3,590,386,False
XUV8Msw6e12He0p015H1,91,4,576,392,False
XUV27Msw13e11he0p012H1,92,0,221,392,False
X10Msw5e13He0p01,93,0,4,392,False
XUV50Msw14e12He0p03H1,94,4,534,392,False
XUV40Msw6e12He0p03H1,95,3,422,386,False
XUV20Msw14e12He0p03H1,96,0,132,392,False
XUV33Msw55e11He0p0460H0,97,2,318,397,False
XUV20Msw2e13He0p02Ew11,98,3,62,386,False
XUV5Msw56e12He0p2430H1,99,1,546,393,False
XUV39Msw28e12He0p0280H0,100,3,369,386,False
XUV3Msw63e11He0p0340H0,101,0,397,392,False
XUV21Msw28e12He0p0130H0,102,4,142,392,False
XUV33Msw66e12He0p2610H1,103,4,322,392,False
XUV27Msw13e11He0p012H0,104,4,220,392,False
XUV41Msw70e11He0p0320H1,105,4,436,392,False
XUV47Msw70e11He0p0980H0,106,0,504,392,False
XUV33Msw94e11He0p0240H1,107,4,329,392,False
XUV40Msw2p5e12He0p002,108,4,418,392,False
XUV43Msw46e12He0p0980H0,109,1,457,393,False
XUV21Msw10e11He0p1130H0,110,0,137,392,False
XUV39Msw19e12He0p0110H0,111,1,367,393,False
XUV11Msw2e12He0p030198H1,112,4,22,392,False
XUV33Msw17e12He0p3000H1,113,2,300,397,False
XUV9Msw30e12He0p0860H0,114,4,582,392,False
XUV49Msw86e11He0p1050H1,115,3,531,386,False
XUV39Msw21e11He0p0560H0,116,2,368,397,False
XUV25Msw1e11He0p01H1,117,4,189,392,False
XUV60Msw5e13He0p01Ew11H2a1,118,4,554,392,False
XUV13Msw88e11He0p0520H0,119,2,51,397,False
XUV49Msw25e11He0p1390H0,120,4,516,392,False
XUV31Msw91e11He0p2790H0,121,1,296,393,False
XUV33Msw35e12He0p0600H0,122,3,309,386,False
XUV9Msw5e13He0p0560H1,123,0,592,392,False
XUV49Msw60e12He0p1300H1,124,3,527,386,False
XUV3Msw35e12He0p0140H0,125,2,392,397,False
XUV9Msw2e12He0p030198H1,126,2,581,397,False
XUV17Msw90e11He0p0170H1,127,4,94,392,False
XUV20Msw2e12He0p03H0,128,2,133,397,False
XUV29Msw2e12He0p030198H0,129,1,244,393,False
XUV31Msw48e11He0p0560H0,130,1,287,393,False
XUV1Msw92e11He0p0980H1,131,0,127,392,False
XUV43Msw14e11He0p1490H1,132,1,448,393,False
XUV40Msw5e13He0p004,133,0,420,392,False
XUV39Msw45e11He0p0980H1,134,1,373,393,False
XUV23Msw14e12He0p1130H1,135,3,163,386,False
XUV29Msw3e11He0p0320H0,136,1,252,393,False
XUV43Msw27e12He0p0100H0,137,4,451,392,False
XUV27Msw27e12He0p0370H0,138,3,226,386,False
XUV49Msw69e12He0p0200H0,139,0,528,392,False
XUV21Msw38e12He0p0980H0,140,4,147,392,False
XUV23Msw68e11He0p0740H1,141,2,176,397,False
XUV29Msw69e12He0p0460H1,142,0,267,392,False
XUV7Msw85e11He0p0150H0,143,3,569,386,False
XUV23Msw85e12He0p0650H1,144,1,181,393,False
XUV21Msw7e12He0p0980H1,145,4,158,392,False
XUV33Msw30e11He0p0110H1,146,2,307,397,False
XUV7Msw2e11He0p0150H0,147,3,560,386,False
XUV39Msw48e12He0p2790H1,148,2,374,397,False
XUV19Msw95e12He0p0320H1,149,4,113,392,False
XUV45Msw53e11He0p1970H0,150,0,471,392,False
XUV45Msw8e12He0p03H1,151,4,483,392,False
XUV1Msw97e11He0p2270H0,152,4,131,392,False
XUV31Msw81e11He0p3000H0,153,3,290,386,False
X5Msw1e11He0p1H2,154,1,7,393,False
XUV23Msw84e12He0p0160H1,155,0,180,392,False
XUV1Msw76e11He0p0650H0,156,0,124,392,False
XUV27Msw40e12He0p0520H1,157,1,231,393,False
XUV15Msw2e12He0p0100H1,158,2,61,397,False
XUV1Msw83e11He0p1720H1,159,3,126,386,False
XUV16Msw1e12He0p05H0,160,0,80,392,False
XUV11Msw45e11He0p0520H1,161,3,26,386,False
XUV5Msw2p5e12He0p05,162,1,542,393,False
XUV39Msw66e11He0p0240H1,163,0,377,392,False
XUV39Msw61e11He0p0340H0,164,4,375,392,False
XUV41Msw44e11He0p0160H1,165,0,432,392,False
XUV5Msw11e11He0p0320H0,166,1,536,393,False
XUV49Msw83e11He0p0600H1,167,2,530,397,False
XUV45Msw68e11He0p0150H0,168,0,475,392,False
XUV9Msw63e12He0p0980H1,169,2,593,397,False
XUV7Msw29e11He0p1970H0,170,2,559,397,False
XUV19Msw96e12He0p0420H0,171,3,114,386,False
XUV29Msw67e12He0p0300H0,172,2,266,397,False
XUV45Msw6e12He0p3000H0,173,4,478,392,False
XUV25Msw86e11He0p0300H0,174,2,216,397,False
XUV7Msw68e12He0p0110H0,175,3,565,386,False
XUV29Msw25e11He0p1300H0,176,0,242,392,False
XUV31Msw15e11He0p0210H1,177,2,278,397,False
XUV29Msw49e13He0p2610H0,178,4,259,392,False
XUV5Msw98e11He0p1970H0,179,2,550,397,False
XUV45Msw19e11He0p0110H1,180,3,463,386,False
XUV11Msw46e12He0p2610H0,181,0,27,392,False
XUV45Msw8e12He0p03H0,182,3,482,386,False
XUV13Msw26e11He0p0740H1,183,2,37,397,False
XUV35Msw2e12He0p02H0,184,3,336,386,False
XUV43Msw22e12He0p0860H0,185,4,450,392,False
XUV43Msw18e11He0p1210H0,186,3,449,386,False
XUV41Msw91e12He0p1050H0,187,1,441,393,False
XUV3Msw38e12He0p1840H0,188,0,393,392,False
XUV21Msw60e12He0p0320H1,189,4,153,392,False
XUV33Msw24e11He0p0560H0,190,3,301,386,False
XUV9Msw6e12He0p2790H0,191,1,595,393,False
XUV14Msw3e13He0p03H1,192,3,55,386,False
XUV33Msw47e11He0p0490H1,193,3,315,386,False
XUV39Msw2e11He0p2270H0,194,4,370,392,False
XUV30Msw14e12He0p06H1,195,4,272,392,False
XUV29Msw62e11He0p0740H1,196,0,262,392,False
XUV11Msw40e12He0p2120H1,197,0,23,392,False
XUV15Msw86e11He0p0650H0,198,3,76,386,False
XUV15Msw62e11He0p2120H0,199,1,73,393,False
XUV21Msw45e12He0p0280H0,200,2,148,397,False
XUV15Msw14e11He0p2120H1,201,1,56,393,False
XUV45Msw15e12He0p1050H1,202,0,462,392,False
XUV11Msw25e12He0p2120H0,203,3,19,386,False
XUV27Msw10e11He0p1300H1,204,3,219,386,False
XUV27Msw57e12He0p0370H0,205,2,233,397,False
XUV45Msw65e11He0p0100H1,206,4,474,392,False
XUV15Msw40e12He0p1130H0,207,3,66,386,False
XUV39Msw71e11He0p2430H0,208,1,378,393,False
XUV40Msw11e12He0p04H1,209,0,407,392,False
XUV15Msw58e12He0p1490H1,210,2,70,397,False
XUV1Msw51e12He0p0170H0,211,2,119,397,False
XUV7Msw19e12He0p1490H1,212,4,557,392,False
XUV23Msw57e12He0p0230H0,213,0,174,392,False
X30Msw1e11He0p25,214,4,6,392,False
XUV17Msw70e11He0p0240H1,215,1,89,393,False
XUV17Msw79e12He0p0600H0,216,0,90,392,False
XUV31Msw43e11He0p0340H1,217,3,285,386,False
XUV31Msw17e11He0p1300H0,218,3,279,386,False
XUV3Msw17e11He0p1970H1,219,0,385,392,False
XUV3Msw84e11He0p0150H1,220,1,402,393,False
XUV39Msw3e11He0p0740H1,221,0,372,392,False
XUV33Msw35e12He0p1210H0,222,0,310,392,False
XUV28Msw5e11He0p01H0,223,3,238,386,False
XUV29Msw78e12He0p2120H0,224,3,268,386,False
XUV25Msw30e11He0p0200H1,225,4,202,392,False
XUV60Msw1e11He0p015Ew11H2a1,226,3,552,386,False
XUV7Msw78e12He0p3000H1,227,1,568,393,False
XUV5Msw1e11He0p2Sol_max-new,228,0,539,392,False
XUV48Msw4e12He0p06H1,229,1,512,393,False
XUV41Msw7e12He0p0130H1,230,2,439,397,False
XUV27Msw2e12He0p030198H0,231,4,227,392,False
XUV23Msw6e12He0p2270H0,232,4,177,392,False
XUV47Msw93e12He0p2610H1,233,4,508,392,False
XUV23Msw49e12He0p1130H0,234,3,171,386,False
XUV37Msw4e11He0p1390H0,235,0,362,392,False
XUV15Msw98e11He0p0200H0,236,3,78,386,False
XUV40Msw8e12He0p03H1,237,4,424,392,False
XUV45Msw84e11He0p0460H0,238,1,481,393,False
XUV25Msw2e12He0p0920H1,239,1,199,393,False
XUV7Msw3e13He0p1210H1,240,1,562,393,False
XUV25Msw71e11He0p0650H0,241,3,215,386,False
XUV27Msw2e13He0p0370H0,242,2,229,397,False
XUV35Msw6e12He0p04H0,243,0,348,392,False
XUV37Msw53e11He0p1300H1,244,2,363,397,False
X10Msw1e11He0p075,245,3,0,386,False
XUV43Msw39e12He0p0200H1,246,3,455,386,False
XUV11Msw10e11He0p0800H1,247,3,12,386,False
XUV15Msw35e12He0p0740H0,248,4,64,392,False
XUV33Msw42e12He0p3000H0,249,1,314,393,False
XUV29Msw49e11He0p0180H0,250,3,258,386,False
XUV21Msw47e11He0p1210H1,251,0,149,392,False
XUV1Msw77e12He0p2120H0,252,1,125,393,False
XUV30Msw6e12He0p02H1,253,2,275,397,False
XUV3Msw12e12He0p0800H1,254,4,383,392,False
XUV25Msw69e11He0p0320H1,255,0,213,392,False
XUV7Msw71e13He0p0420H1,256,0,566,392,False
XUV15Msw60e12He0p0100H1,257,4,72,392,False
XUV19Msw67e11He0p0860H0,258,0,110,392,False
XUV21Msw79e11He0p0100H1,259,1,157,393,False
XUV23Msw29e11He0p0650H0,260,4,169,392,False
XUV25Msw14e12He0p03H1,261,2,187,397,False
XUV9Msw36e11He0p0130H0,262,2,585,397,False
XUV11Msw44e12He0p0860H1,263,1,25,393,False
XUV9Msw74e11He0p0300H1,264,2,596,397,False
XUV41Msw58e12He0p0240H0,265,3,435,386,False
XUV5Msw1e11He0p2new,266,0,539,392,False
XUV21Msw51e12He0p0980H0,267,2,151,397,False
XUV25Msw51e11He0p1840H0,268,4,210,392,False
XUV45Msw3e12He0p0920H0,269,2,470,397,False
XUV31Msw12e12He0p0140H1,270,1,277,393,False
XUV29Msw56e11He0p0280H0,271,3,261,386,False
XUV37Msw47e11He0p0860H0,272,1,361,393,False
XUV25Msw2e12He0p1720H1PName,273,3,200,386,False
XUV47Msw23e11He0p0520H1,274,1,486,393,False
XUV47Msw77e11He0p1490H0,275,1,505,393,False
XUV9Msw30e12He0p0920H0,276,0,583,392,False
XUV47Msw4e11He0p0980H1,277,1,494,393,False
XUV47Msw39e11He0p1490H1,278,4,490,392,False
XUV1Msw93e12He0p0110H1,279,1,129,393,False
XUV5Msw1e11He0p2,280,3,538,386,False
XUV3Msw6e11He0p0210H1,281,2,399,397,False
XUV11Msw18e12He0p0920H1,282,0,16,392,False
XUV10Msw1e11He0p2Solnew,283,1,10,393,False
XUV50Msw14e12He0p03H0,284,4,533,392,False
XUV15Msw16e12He0p0130H0,285,2,57,397,False
XUV27Msw93e11He0p1720H0,286,0,236,392,False
XUV15Msw1e11He0p03H1,287,4,58,392,False
XUV37Msw43e11He0p0560H1,288,3,358,386,False
XUV27Msw99e12He0p1840H1,289,1,237,393,False
XUV49Msw46e12He0p1970H1,290,1,522,393,False
XUV35Msw68e12He0p0650H0,291,4,347,392,False
XUV33Msw41e12He0p0140H1,292,2,312,397,False
XUV21Msw25e12He0p0100H0,293,1,140,393,False
XUV23Msw13e11He0p0100H0,294,2,162,397,False
XUV29Msw1e11He0p0490H1,295,2,241,397,False
XUV15Msw62e12He0p0600H0,296,2,74,397,False
XUV43Msw76e12He0p1050H1,297,4,461,392,False
XUV13Msw25e11He0p0180H1,298,1,36,393,False
XUV13Msw10e11He0p0690H1,299,2,32,397,False
XUV29Msw47e12He0p0920H1,300,2,257,397,False
XUV13Msw99e12He0p0210H0,301,4,53,392,False
XUV49Msw2e12He0p030198H0,302,0,518,392,False
XUV19Msw82e12He0p0980H1,303,1,112,393,False
XUV31Msw73e11He0p0300H0,304,2,289,397,False
XUV45Msw73e11He0p0100H1,305,0,480,392,False
XUV40Msw11e12He0p04H0,306,3,406,386,False
XUV3Msw34e11He0p0180H0,307,1,391,393,False
XUV7Msw45e12He0p0980H0,308,4,563,392,False
XUV9Msw27e11He0p1720H1,309,0,578,392,False
XUV40Msw14e12He0p1H1,310,4,413,392,False
XUV29Msw2e13He0p1840H1,311,1,246,393,False
XUV49Msw30e11He0p0370H1,312,2,520,397,False
X20Msw1e11He0p15,313,3,5,386,False
XUV35Msw92e12He0p2790H1,314,1,352,393,False
XUV9Msw50e11He0p0210H0,315,1,588,393,False
XUV33Msw90e11He0p0300H0,316,3,327,386,False
XUV25Msw6e12He0p03H0,317,2,214,397,False
XUV21Msw29e12He0p0180H1,318,0,143,392,False
XUV33Msw2e12He0p030198H0,319,0,305,392,False
XUV23Msw63e11He0p0300H1,320,1,175,393,False
XUV20Msw3e11He0p02H0,321,1,134,393,False
XUV3Msw7e12He0p02H1,322,3,400,386,False
XUV25Msw59e11He0p0740H0,323,1,211,393,False
XUV41Msw22e11He0p1970H0,324,0,427,392,False
XUV41Msw31e11He0p0920H1,325,2,430,397,False
XUV3Msw56e11He0p0370H1,326,4,395,392,False
XUV35Msw30e12He0p2790H1,327,1,338,393,False
XUV21Msw85e11He0p0650H1,328,3,159,386,False
XUV49Msw28e12He0p0200H1,329,4,517,392,False
XUV29Msw64e12He0p0420H1,330,4,264,392,False
XUV16Msw14e12He0p02H0,331,2,79,397,False
XUV5Msw1e11He0p2Sol,332,3,538,386,False
X10Msw1e11He0p075H2Ew11,333,4,1,392,False
XUV29Msw19e12He0p3000H0,334,4,240,392,False
XUV5Msw14e11He0p0320H0,335,2,537,397,False
XUV35Msw21e12He0p0460H0,336,3,335,386,False
XUV9Msw90e12He0p0260H1,337,4,600,392,False
X10Msw2e13He0p02,338,3,3,386,False
XUV31Msw9e11He0p2790H1,339,0,298,392,False
XUV47Msw19e11He0p0280H1,340,0,485,392,False
XUV43Msw37e12He0p2610H0,341,2,454,397,False
XUV21Msw57e11He0p1970H1,342,3,152,386,False
XUV49Msw57e13He0p0740H1,343,0,524,392,False
XUV1Msw94e11He0p0140H0,344,2,130,397,False
XUV3Msw98e12He0p0980H0,345,2,405,397,False
XUV19Msw3e13He0p0860H1,346,2,103,397,False
XUV49Msw71e11He0p0240H1,347,1,529,393,False
XUV33Msw76e11He0p0210H1,348,0,324,392,False
XUV11Msw21e12He0p0370H1,349,2,18,397,False
XUV7Msw9e11He0p0690H0,350,2,574,397,False
XUV41Msw79e12He0p0400H0,351,1,438,393,False
XUV35Msw2e12He0p03H1,352,0,337,392,False
XUV15Msw1e12He0p05H0,353,1,59,393,False
XUV13Msw7e12He0p0340H0,354,0,50,392,False
XUV13Msw76e11He0p1210H0,355,3,48,386,False
XUV11Msw14e11He0p2430H0,356,4,15,392,False
XUV43Msw58e12He0p0160H1,357,2,458,397,False
XUV17Msw31e12He0p0520H0,358,0,84,392,False
XUV30Msw5e13He0p02Ew11,359,3,62,386,False
XUV37Msw87e11He0p0320H1,360,3,365,386,False
XUV14Msw3e13He0p03H0,361,0,54,392,False
XUV5Msw1e11He0p2Na-Ca-O,362,3,538,386,False
XUV47Msw61e12He0p1840H0,363,0,498,392,False
XUV17Msw69e11He0p0140H1,364,3,88,386,False
XUV45Msw2e12He0p0400H0,365,1,465,393,False
XUV25Msw89e11He0p0110H0,366,0,217,392,False
XUV25Msw29e12He0p1130H1,367,3,192,386,False
XUV23Msw14e12He0p2790H0,368,4,164,392,False
XUV9Msw67e11He0p0300H0,369,0,594,392,False
XUV23Msw17e11He0p0210H0,370,0,165,392,False
XUV1Msw92e12He0p3000H0,371,3,128,386,False
XUV45Msw6e12He0p0600H0,372,3,477,386,False
XUV17Msw98e11He0p0690H1,373,3,95,386,False
XUV9Msw45e11He0p0520H1,374,3,586,386,False
XUV15Msw91e12He0p0140H0,375,4,77,392,False
XUV21Msw31e12He0p0920H1,376,3,144,386,False
XUV47Msw43e12He0p0130H1,377,2,492,397,False
XUV11Msw11e12He0p0560H0,378,0,14,392,False
XUV20Msw3e12He0p03H1,379,4,135,392,False
XUV20Msw5e13He0p001Ew11H2a0,380,3,62,386,False
XUV5Msw1e12He0p0460H0,381,2,540,397,False
XUV24Msw12e12He0p02H0,382,0,183,392,False
XUV3Msw97e12He0p1720H1,383,4,404,392,False
XUV21Msw4e13He0p1050H1,384,1,150,393,False
XUV5Msw37e11He0p0320H1,385,3,543,386,False
XUV1Msw61e12He0p0740H1,386,3,120,386,False
XUV29Msw29e12He0p0120H0,387,3,243,386,False
XUV3Msw80e12He0p0130H0,388,4,401,392,False
XUV9Msw87e11He0p0280H1,389,3,599,386,False
XUV43Msw35e12He0p1300H1,390,1,453,393,False
XUV3Msw8e11He0p0140H1,391,0,403,392,False
XUV45Msw38e11He0p1210H0,392,1,469,393,False
XUV9Msw33e11He0p0200H0,393,1,584,393,False
XUV25Msw3e11He0p015H1,394,2,203,397,False
XUV27Msw18e11He0p0170H0,395,1,222,393,False
XUV21Msw34e12He0p0980H0,396,1,146,393,False
XUV35Msw39e11He0p0920H1,397,4,340,392,False
XUV25Msw45e11He0p1490H1,398,2,206,397,False
XUV23Msw20e12He0p0650H0,399,2,166,397,False
XUV1Msw68e12He0p0150H0,400,4,123,392,False
XUV9Msw28e12He0p1970H1,401,3,579,386,False
XUV19Msw41e12He0p0280H1,402,3,105,386,False
XUV11Msw2e12He0p030198H0,403,4,21,392,False
XUV15Msw47e12He0p0980H1,404,0,67,392,False
XUV5Msw41e12He0p0280H1,405,4,545,392,False
XUV15Msw48e12He0p0340H0,406,1,68,393,False
XUV45Msw6e12Heop03H1,407,1,479,393,False
XUV31Msw32e12He0p0600H0,408,2,283,397,False
XUV23Msw92e11He0p0650H1,409,2,182,397,False
XUV30Msw2e12He0p015H1,410,1,273,393,False
XUV47Msw42e12He0p2790H0,411,0,491,392,False
XUV45Msw59e12He0p1720H1,412,3,473,386,False
XUV39Msw76e11He0p1050H1,413,2,379,397,False
XUV13Msw2e12He0p030198H0,414,3,38,386,False
XUV7Msw96e11He0p0300H0,415,0,571,392,False
XUV33Msw9e12He0p0980H1,416,2,331,397,False
XUV21Msw32e12He0p0170H1,417,1,145,393,False
XUV48Msw4e12He0p06H0,418,0,511,392,False
XUV31Msw2e12He0p0560H1,419,4,280,392,False
XUV40Msw13e12He0p02H0,420,2,410,397,False
XUV23Msw42e11He0p0690H1,421,1,170,393,False
XUV11Msw21e11He0p0100H0,422,1,17,393,False
X10Msw2e13He0p005,423,4,2,392,False
XUV40Msw1e11He0p002,424,0,414,392,False
XUV25Msw2e12He0p02H0,425,1,193,393,False
XUV6Msw6e12He0p01H0,426,0,555,392,False
XUV23Msw51e12He0p0520H0,427,3,173,386,False
XUV37Msw61e12He0p2120H1,428,4,364,392,False
XUV21Msw18e12He0p0860H0,429,2,138,397,False
XUV21Msw27e11He0p1970H0,430,3,141,386,False
XUV42Msw3e11He0p04H0,431,0,444,392,False
XUV40Msw2e12He0p03H1,432,2,416,397,False
XUV3Msw28e12He0p0520H0,433,4,390,392,False
XUV35Msw63e12He0p0140H0,434,2,346,397,False
XUV21Msw64e12He0p0240H0,435,0,154,392,False
XUV25Msw2e12He0p03H1,436,0,198,392,False
XUV49Msw58e12He0p0520H1,437,2,525,397,False
XUV43Msw69e12He0p0170H0,438,3,460,386,False
XUV31Msw83e11He0p1840H0,439,4,291,392,False
XUV9Msw49e11He0p0260H1,440,4,587,392,False
XUV47Msw33e11He0p0230H0,441,3,489,386,False
XUV7Msw98e11He0p0560H1,442,1,573,393,False
XUV29Msw66e12He0p0130H1,443,1,265,393,False
XUV47Msw98e12He0p0800H1,444,3,510,386,False
XUV49Msw33e12He0p1490H0,445,3,521,386,False
XUV13Msw99e12He0p0110H1,446,3,52,386,False
XUV25Msw27e12He0p0800H0,447,0,190,392,False
XUV25Msw45e12He0p0420H1,448,1,207,393,False
XUV35Msw54e11He0p0300H0,449,3,344,386,False
X5Msw2p5e12He0p06H2,450,2,8,397,False
XUV49Msw47e11He0p2790H1,451,4,523,392,False
XUV21Msw95e12He0p0200H0,452,1,161,393,False
XUV35Msw14e12He0p06H1,453,0,332,392,False
XUV35Msw44e11He0p0920H0,454,2,341,397,False
XUV13Msw20e11He0p2610H1,455,0,35,392,False
XUV35Msw45e11He0p0100H0,456,0,342,392,False
XUV35Msw20e12He0p0650H0,457,1,334,393,False
XUV17Msw15e11He0p0340H1,458,4,83,392,False
XUV25Msw5e11He0p0490H0,459,4,212,392,False
XUV7Msw3e12He0p0460H0,460,0,561,392,False
XUV25Msw2e12He0p0320H1,461,4,197,392,False
XUV45Msw2e12He0p1390H1,462,2,466,397,False
XUV29Msw92e12He0p1720H0,463,3,270,386,False
XUV31Msw31e11He0p0120H0,464,0,281,392,False
XUV27Msw79e12He0p0400H0,465,4,235,392,False
XUV3Msw21e12He0p2430H0,466,2,388,397,False
XUV40Msw2e12He0p03H0,467,1,415,393,False
XUV33Msw2e12He0p030198H1,468,1,306,393,False
XUV39Msw88e11He0p0210H0,469,3,381,386,False
XUV47Msw91e11He0p0180H0,470,3,507,386,False
XUV17Msw10e12He0p0110H1,471,4,82,392,False
XUV3Msw20e12He0p0240H0,472,1,386,393,False
XUV27Msw3e13He0p0920H0,473,0,230,392,False
XUV15Msw6e12He0p04H1,474,0,75,392,False
XUV13Msw3e13He0p0740H1,475,0,43,392,False
XUV29Msw34e11He0p1300H1,476,3,248,386,False
XUV29Msw3e12He0p1130H0,477,0,253,392,False
XUV29Msw37e12He0p0400H0,478,0,250,392,False
XUV27Msw1e12He0p0170H0,479,2,224,397,False
XUV25Msw3e12He0p015H0,480,0,204,392,False
XUV3Msw13e12He0p0100H0,481,3,384,386,False
XUV29Msw55e11He0p1720H0,482,2,260,397,False
XUV27Msw5e13He0p0690H1,483,3,234,386,False
XUV11Msw65e12He0p2430H1,484,1,28,393,False
XUV13Msw2e12He0p030198H1,485,4,39,392,False
XUV13Msw60e11He0p0230H1,486,2,46,397,False
XUV7Msw63e12He0p0740H1,487,2,564,397,False
XUV49Msw13e12He0p3000H0,488,2,513,397,False
XUV25Msw15e11He0p0260H0,489,3,188,386,False
