object_id,parameters_sha256,absorption_sha256,planet_name_raw,split,evaluation_status
X5Msw1e11He0p1H2,31229d8c4ff79d3edc25fdc0bd2924e22de7cc8df784892cc68dc9766d25097f,a7ecc203a34861d030d095ac3c67430b991b7ac8a6125c81de017b77de737fae,WASP107b,outer_train,not_evaluated
X5Msw2p5e12He0p06H2,467698f160d91aa87c63a144d6598b5e4c7415a2f47ab924619afb39a694d134,a80c8a11c0c0cdadad4a4eeb1de8b2a73e01236b35824fd32d69380ee923cc60,WASP107b,outer_train,not_evaluated
X5Msw2p5e12He0p1H2,c9727c2749eb23cdcfb1db5dcb6012972aa15c2145856f7ab1bf5f26269eaf1a,d20b4316f4ac077100071670292b78ea07fae2366d06dccddba94e200cd2c682,WASP107b,outer_development,primary_nonoverlap
XUV10Msw1e11He0p2Solnew,c258e9a8817cb94f6189d86167b7707c5581c8a86c97af8150335a1e755c81c2,30a755913a676537c4318a74136d007185b0d9a77b2e42f7610a12c93e602a7b,WASP69b,outer_train,not_evaluated
XUV10Msw6e12He0p03H1,6f1a21a3bcdcad859866f1358b5e1823e185202a1cc3a9ad4bc97de7dc0fd9d3,6bf619f78af0dde908d3aa837bdf48537f5a7b10b4ee09abd622de640c65ba49,WASP107b,outer_development,primary_nonoverlap
XUV11Msw10e11He0p0800H1,fec52ba30ac35713063d86285f2e80a001dacbc2b72e8addccdd95079ef3c3a3,26ae61f39fb9cbcce482d3c7d8b603cb012a3ebf40fe1a74306ba85e5ee582ba,WASP52b,outer_train,not_evaluated
XUV11Msw11e11He0p0240H1,1fe45bb926d8a03612f1fc22ba52ac0d0de89d1e56f331731c62e10175082e5c,ea6cf102dd6509c33cb109231ab1cdac4564edab302c2cded33ae2453f9948e6,WASP69b,outer_development,primary_nonoverlap
XUV11Msw11e12He0p0560H0,de106e368942d83599bc3ef5621c23d271cfe528ce0d36101953a23305ad874f,04cac1e77e48ffb50349c5af74ae59790e72a629933f717a4636933d719f3def,WASP52b,outer_train,not_evaluated
XUV11Msw14e11He0p2430H0,725a227d48b9f2d8aca83b5db3354c1d29f0822c2e2906cd70564a4fd2a43613,a3f85bb959e262d1880683b3892cfe3ae954a3c662b31a240640ff19ccb3c32b,WASP69b,outer_train,not_evaluated
XUV11Msw18e12He0p0920H1,ab856011bd1b26d12e8b56ec24ec4317d308145012946f795f78d41150329178,f3ccc94150494141a44a32346fa278fec68d837b6d1da050a56a26417c352740,WASP107b,outer_train,not_evaluated
XUV11Msw21e11He0p0100H0,fcc1a8394dd568cdc2ab8cd0fc8f9b7e988ed164e1e68bc6f238f505b6811bb0,b7feb95df446fbd7d117d0b183dbd6eabf884330feae61142d15483790345377,WASP69b,outer_train,not_evaluated
XUV11Msw21e12He0p0370H1,55321fa4f41f12b47fdc1b9f0c5a7a13ae8065b320b049acb348e03379c98f35,c4ad02c42ae0d69dcb905ab0f845d2ac4baa697f4c47b55d351cd77b074f035b,WASP52b,outer_train,not_evaluated
XUV11Msw25e12He0p2120H0,1ab22b8dbd782906c94945b00e81dc64013be792123a0869a81d6b3eb7b6ac42,84a70f91564c13e0dc519b7d453d711a56b2787da125589a97985f8efeec5593,WASP69b,outer_train,not_evaluated
XUV11Msw26e12He0p0140H0,cac8a3bfe6489ffd93c3262f195322f9045c18698a762560f72f72efd7a0b069,addc762e1bdd8130e85d0f2792de9767f7cc0d126059b46fa02749a090b1150f,WASP69b,outer_development,primary_nonoverlap
XUV11Msw2e12He0p030198H0,8eb25a0149219038f1fcedccd154c830367abab41eb578335ddec40900892556,490751b6c12474e77640b91272fb02dabe2ebcdd6c586c7a6ba34c366156f35c,23,outer_train,not_evaluated
XUV11Msw2e12He0p030198H1,69af68f3cd0fed7f78a2cbda249cfe6a2f288da21937d7902c72e5f7ade9036e,c7778a8836b2f0afcce8f5c401f3363c2b2a7e6e166819303e9d1a638a2c0dc4,23,outer_train,not_evaluated
XUV11Msw40e12He0p2120H1,e13b08cc83b9e84f12f761fa1ba63741c17dde44d9d0943eb9bcd3e199bcd000,bacc77eb46d0026d70949d9dc0ea01643c9f626d47f2eb9edd9c7e3c32b56325,WASP69b,outer_train,not_evaluated
XUV11Msw43e12He0p0160H1,1d1970e135f42df1d0d26fc8b20d40db611946bcf6a474a97027fefbaeb3a073,759047866ad200dc1239f11e123564f03b05b5e77e8fc754531d14ac0970fef5,WASP69b,outer_development,primary_nonoverlap
XUV11Msw44e12He0p0860H1,dc378ef6bebe1483b7cc04198bc6cf4c1ec0fda6f5041a7a83ce31523755f2cc,a0a12af858d6f0b492523009f91299559cd53274e18f6a900f6e016f6be959c2,WASP52b,outer_train,not_evaluated
XUV11Msw45e11He0p0520H1,a6851b1d0e7438c24fe7be254c1eae7b0af90a35c11fe385b28612b5d4492e4b,bd9dddcb57cc51d660ef39114017b86a679d49dd68bcab0e9bba9e7c286d796b,WASP69b,outer_train,not_evaluated
XUV11Msw46e12He0p2610H0,41549fcf98cfbdb09155998fc5277498c1d0bb8ecd19cc64a591ca1fd4e8252d,23f25f9e55250ab7f27fb47055eeb6e740c374692c7d85e3f65aee7b59163fb6,WASP69b,outer_train,not_evaluated
XUV11Msw65e12He0p2430H1,ae84964b0e1fb7ab84421a263445dc09df0e721ef4ab69ba5d142a9b51f0f1f9,ab442a2198b519ef386eef0276e963aa3f121f8c7ad32c8d0caef255ac0b2907,WASP69b,outer_train,not_evaluated
XUV11Msw74e12He0p0120H1,646cbf83742838c998a10e791b780fc73d1d0a8001beb51de921fd931527da58,f862b10c3440ec24286817161ce2d5b629cd485a139da68604bdaa953be2bdc6,WASP69b,outer_development,primary_nonoverlap
XUV11Msw87e12He0p2610H0,20f1630c15053bc40aa92895287772ecf200bd455e9be6e7a6a7ac28a84db00f,80ccc8fc1273b13bb3b4b9e4e3643380ac91ae497880c4cab8459263f8b2b643,WASP107b,outer_train,not_evaluated
XUV12Msw7e12He0p03H1,ac17ef30d34ee320a6be309797b6eb42ee4d620a2bf1dffdefa891a9ae7dddc3,00f334d5320f057d8be07618a348a03fccf942aa7c31c59650a7948335b14666,WASP107b,outer_development,primary_nonoverlap
XUV13Msw10e11He0p0690H1,5e4ff99a02ce17b2566c3b0be308bad12444fc41e7a8105f0b39338ad5ea90c5,27cde28e5b9ca93ec09c8341248dc48fc31715311f6cc8fe64b83b2d161f33d7,WASP69b,outer_train,not_evaluated
XUV13Msw12e11He0p1970H1,84fe374d53ec5f01bc16b74a41ab4ed1bf867555cfcdb4acd1a1962956eb8447,ff0f8728109fa7080721c4a60d250344348274eb1ff9bbc52a5e031114bb5b24,WASP69b,outer_development,primary_nonoverlap
XUV13Msw15e11He0p3000H1,aaab9cc5957f965a34ca24147c07c8d257e3b848dc0eee225b03a0960e88d253,cac1f99ba289d8ed1609dbf608461109858fbbfff10fd598b8e187b43c2cd1e4,WASP69b,outer_train,not_evaluated
XUV13Msw20e11He0p2610H1,4ce9b2f9bf5e88a87c5565d15960963d916351a0958d60a6f0de71d2eaf1d7a1,24577632f60553f0d9f975dd0d57906dc3669b624c2b5b370b4b00fa497f30ea,WASP69b,outer_train,not_evaluated
XUV13Msw25e11He0p0180H1,6ab1b78fbd86954063fb6d3cb13ff4e3887fc7e350eebfd168494b3bc5129809,2d81b37064222d83ebcca7cf13418efe6b932af973a46aa3d43157323465a81c,WASP52b,outer_train,not_evaluated
XUV13Msw26e11He0p0740H1,d553abb87dcc7043fa4127bf1187dac9f90ab9f413829c93eab429235eea725e,44aaabeb96bed5780fc7fe931a34fe6cd6ae4e13d29080a3d9dc6c8b7e644a16,WASP69b,outer_train,not_evaluated
XUV13Msw2e12He0p030198H0,8674e9a333442e36b08980636fa5ad5d08cd1ffd7a2a22786a9efe299810a6ab,689cb00d3781d287e87879d8b78760aaa9d6f6f5e59bf1d4ed2576078aaea0f3,23,outer_train,not_evaluated
XUV13Msw2e12He0p030198H1,3c0ac3bb40f9ae9df8492eb4ffe6a0b05e684fe0ed435d402298e4441c4ad9cc,17a8bb923044e8d15932d56f8535f84ae342ed2fb05ab704bee33c5350da73dd,23,outer_train,not_evaluated
XUV13Msw32e11He0p0300H0,3b4cfeb8bd6cefb8f3a23744f0c9ab451f7b0dd16303d5f3b1f8e842cea81cd6,a467706e01148d655525fb62c5b2b3c5044439e6c0fab63df7b98a04a14ce190,WASP69b,outer_train,not_evaluated
XUV13Msw35e11He0p0650H1,d6f92d1c127cf3dd150d13b7b04479447f74f95d6a7d4a08bc8cc9dc9754892e,5ab68367a9f80d1427cf385298fff04a37ff7c99ebaf69db587216781c5fd349,WASP69b,outer_development,primary_nonoverlap
XUV13Msw38e11He0p1600H1,2167319e925e631519cfb9574a1bfe97c356b743cc2d9bae8d5e77376e4bb183,393bf4eb295d58a2549b7b3166c398dc6cacbfaf6c28ef86d69dc0bae95dac9a,WASP52b,outer_development,primary_nonoverlap
XUV13Msw3e13He0p0740H1,ec2d9a17091b6aee474b93ed3b21c50fecada3933af895f360d1e9c05ec97c5b,91e2d5645871f0b3731bfbc3b420b861020895aede7cfa06b2ca93fb810c1fac,WASP52b,outer_train,not_evaluated
XUV13Msw55e12He0p0320H0,990cbf2e1d81a2240ff9df7f5a4f43ef4c24b73783a5b1270c7cb789e3a6dbf9,51003ce60d6c30abfb3b9dd1ecb430b9ead8104a41a4afed5483888b0d502293,WASP69b,outer_train,not_evaluated
XUV13Msw58e11He0p2120H0,f65de5675cc49e13d0097d0ee0e67e2850624a79837feea9225b5516526ebca7,2391c507bd8bce84978cb850b841f684b681f836b794f7a3fbd6b34b31dedda2,WASP52b,outer_development,primary_nonoverlap
XUV13Msw60e11He0p0230H1,09c04af443b02b0bca7bbce73ff6927b57c8350c2e75265ec017f5b3973ef74e,03bd3ee8a073777ce9edd30b92853f69ba1086ace3187fa1562e824dcbac0032,WASP107b,outer_train,not_evaluated
XUV13Msw72e11He0p0210H0,5ad6c479341a7047d82b493960c81adfc39b084685e7e6d8d5864bdb75590bd5,c64bbe0f0907b6c0af22315c523acf303e4bd943f83e968cff64f071abd56db9,WASP69b,outer_development,primary_nonoverlap
XUV13Msw76e11He0p1210H0,c3c25ca3af48cb7c8dd1a2e517f7e7dd92819ab13ee935fa91a7fac1da5b600a,a075dd20a535835e549e696d1bc7ac4f583bb23bc03408bc5232154bed9078ea,WASP69b,outer_train,not_evaluated
XUV13Msw7e12He0p0210H0,8bf881bce3f313c38a17535d41bcb27b3e48df33de17b1398ddfebd218b1411b,f43a01611ca9faefe28371f6ef1862e6f6884b8b6e879d5ec18b9d08c03b80ca,WASP107b,outer_train,not_evaluated
XUV13Msw7e12He0p0340H0,11c5985be522a38993fcd0a5d1c6cc21e863d8a2d855d85af3d38b5b18f9a6a4,1b2fbeac2a016b484cc77bba0845a21b08e019499dd06022e0b892e4c376f4e6,WASP52b,outer_train,not_evaluated
XUV13Msw88e11He0p0520H0,6f0522a4ad639e481718e2be139426ea7bc583273e4647f16b4889cf469d2284,8cea024f8f88604e5bb53a2fe59e57225e65f4d48d6822bf4b3c3be5da26dd23,WASP52b,outer_train,not_evaluated
XUV13Msw99e12He0p0110H1,bc24fefa1b214f7f279d3432e8707d1be7c204b0fd7bae79016bb54b1a6c401c,cc42cd781632137cfca130a972d25b7f441af95c9e8a8bdfac8e6a492cec5446,WASP52b,outer_train,not_evaluated
XUV13Msw99e12He0p0210H0,fd21ae9a1b4a701251335015212a01df45272f55ef1fd2bba3c0e52e72a59cf3,8d95bec91139ec9fd7b5ee102a6cba65c358a2b253e622dedf8289ba23e6590f,WASP52b,outer_train,not_evaluated
XUV14Msw3e13He0p03H0,ee9e9e9a114cc78f56d812b6d8afe62d546f586895d042ac176fcee5d2c1c434,7fce35097538a44297ff79d70b82a27fa2cb03250de9a08700984cce5b8df203,WASP107b,outer_train,not_evaluated
XUV14Msw3e13He0p03H1,7be245d6af66169b6bd1dc68e3b75b4457c0f166228189b35a2b43b0cd926d5f,44b949f88a4f6a2a380a4b140acfd8c50accc62667fdda6dcdea9510ed09a624,WASP107b,outer_train,not_evaluated
XUV15Msw14e11He0p2120H1,15a569a0407bdbb961409011267a1487525812721f560510a1065d71902e9819,e574c48f043f01d9dce00ef945cf38015d09306fd0ce44dd863e75b38f90fbba,WASP52b,outer_train,not_evaluated
XUV15Msw16e12He0p0130H0,b30fe765e12fc40d3853edf4764484d81d8c4f2f336215c8aecfcc30b5914752,40917169b6e82291554979d6487a3523e1050a9b29731ea55a7e1e519a8ccd56,WASP69b,outer_train,not_evaluated
XUV15Msw1e11He0p03H1,1d63341e0937cb6d2998641490739ea765ea3d83d8b8ffbee1ef4eddb2cb7dfd,afdf31fdd8cd1e29bfacbe98ac588e90562f973e9a0901daef718760acd98568,WASP107b,outer_train,not_evaluated
XUV15Msw1e12He0p05H0,50a5f6d75af67b7d843994d18ef0e35eaed4008fb2beac198ffcfb70fd11fce3,f51456368a82f3b7c931a8147e96641b2eeb4ad82853efc98e66e3dd35dc55a4,WASP107b,outer_train,not_evaluated
XUV15Msw1e13He0p0180H0,a0dc464369e55da0e578f309cb16be4913fb3013116a6c08b552ba6144a086b4,3764e8ccfc25022e754e70d90f202312c425e21869faad54f3b1cd2869ce4706,WASP52b,outer_train,not_evaluated
XUV15Msw2e12He0p0100H1,a73056c958846c980eee5005a686a0434a2b3b19002fc004fb0fe395976a0764,fe7df1dfa3b234c6b284444067b9802fffecaf2999bed8144a96645f33bbad07,WASP69b,outer_train,not_evaluated
XUV15Msw2e12He0p02Ew11,25351c01796ad5de110c8f3db8c6d7654851feb776dc87c8e54dfd115f0ee92e,739f2ed5e7a4ac67df0c84925dcdc1c6098eefebd45fd96d481e3a23b7ba2162,WASP107b,outer_development,secondary_historical
XUV15Msw2e12He0p0490H1,6b1424e29a6b814db67f36f6501b96a2c11ecbbfa7132f65b43ab3e58767470b,a9f17418543826d74115fa040639bd5a5108d85238f40eca0f2c6414c69fb939,WASP69b,outer_development,primary_nonoverlap
XUV15Msw35e12He0p0740H0,b0e3bee86b96e8625a26cd1315fd7732d9b8ed643f7015d0ab175ec001f73587,6d14b93d487b34242012a260d26a651fba81fd9a9d926fd35e1200bcf3ff5c11,WASP69b,outer_train,not_evaluated
XUV15Msw38e11He0p0160H1,71d9bfb9ebc78f003d8694bf3f9a3aa2f49f8e68e9782d78cb4a462d652d280c,662907020fb8e4680ada7de7638d790129432c90be4e423f0d02a95b714cfc94,WASP52b,outer_development,primary_nonoverlap
XUV15Msw40e12He0p1130H0,546e6fcb48e764a99f3a6c7088997a5b6c051047018275e6e2bd02da53082809,443d085fad127f1df2dec10472ccdfd8d0241c9d6453bda5bc3c61a28c1bf20c,WASP69b,outer_train,not_evaluated
XUV15Msw47e12He0p0980H1,4a54d83c3fe805ee4b4a9ca29d72a4c23530bea4fe7b51133b77e80fb9961fe1,e551c344cc066cdee53439a71c0f6b79efc2a6180998de7afec2a059089d74a1,WASP52b,outer_train,not_evaluated
XUV15Msw48e12He0p0340H0,124774bc5543b9dc37d449ac88b7179d8b5d14cf7176e61d0a454e03f702078a,ff8c21294489de40ca3bdd44e37556715c18f879f59c740a657ddcbea439565c,WASP52b,outer_train,not_evaluated
XUV15Msw50e11He0p0520H1,81124b5d4e3662ef7c6d8724f37d89a0184ebb329ebf90a921232d7b797613db,d6ed2c7d338f1b189f2f3e7a6e0bb7c574f5248a8d52f86ea59e943e3845b072,WASP107b,outer_development,primary_nonoverlap
XUV15Msw58e12He0p1490H1,260701d20b7c28f37b6a8e51ea97781876aca40c23388f58bb31c0bc39174150,cbeacd497db6b74fb50f4ba86ab05c723772db47fb32c6f4473ddd43fe3a9d0e,WASP69b,outer_train,not_evaluated
XUV15Msw5e11He0p0690H0,2388efce1179b945644e19317f417d2207927908b3bd493d66382c02f88f8c64,0a17f30408a360920d0992491f5170d0d9e814000271ed434d8a7140d02d6ab8,23,outer_development,primary_nonoverlap
XUV15Msw60e12He0p0100H1,96ca406d0b6053bd1c0128afe8f6067a1512183e7a40e7a163dc9cce0e56717f,e0ac86d0a49c1ee8105c8c64fbfd7e02841e04a3cfe6d12ba5ffd3f8eca50228,WASP52b,outer_train,not_evaluated
XUV15Msw62e11He0p2120H0,70d7d0b11daac4c4246e4a282217166c3a04747ced1f3394f80bd3a07575366d,5f3df40ded7eee39a46ac2c1554963fa17954d0f00aa056a98406921aa77f3d1,WASP52b,outer_train,not_evaluated
XUV15Msw62e12He0p0600H0,02220eee0610c5a06c93889c4ab6a2ad118777f2fabe6fc2a2c01844c026c3f7,abdf51dadd127d3f79b42484a8b41de322ae63a1c6839af19be7ff3f6526661d,WASP52b,outer_train,not_evaluated
XUV15Msw6e12He0p04H1,490a06fa7cccf90d0d9049085016b7db49c7759bf3b6f88f4e7a420488ef55a8,033e172a77a5a39d109957949ec5112f7fed7a041e5b0f815a0c529313054c74,WASP107b,outer_train,not_evaluated
XUV15Msw86e11He0p0650H0,d2d6f4d1362c9a515f616f716a02ce6fed4ab37db3975179fe86ac7868953e57,d7cb0e37ebe75d334fb1452bc3b9c75eb0dff183ddd9d1838e27a7c240a1c80f,WASP107b,outer_train,not_evaluated
XUV15Msw91e12He0p0140H0,1573d5bf27991dbb1c0ebcd87cac2f549d1606d48cccbfd7377a2f6456563bca,f0d17054ac0a87cd466d1810b77d49821507763389a709d6f8c72b020442cf68,WASP69b,outer_train,not_evaluated
XUV15Msw98e11He0p0200H0,9177cf19d58a43c31cd2302292ec968d6a6e8cef9f3025946fadeb82be2ae914,91def54cc6916e2e6c7ee09f740f53da7a78e5713e8ee72161e858e2b896a81b,WASP69b,outer_train,not_evaluated
XUV16Msw14e12He0p02H0,9a436dee82472b1263022a1618dd4b0c814ba3fa70ec8bad8ebb4fde6d65ba61,4997656f36ef5407779edcf28b66031ab03d328f08f33d0a7f9a402ab10485cd,WASP107b,outer_train,not_evaluated
XUV16Msw1e12He0p05H0,c646bd31f188f4b80bfbc7b3005791e1c326844e40b142292946b3d849af6018,7e0852f9bfa1fa056a2b914baa633163eaacc834dc1297c3bd7afc15a3464b47,WASP107b,outer_train,not_evaluated
XUV16Msw1e12He0p05H1,fb1d6b9d5c45d63cfa19466745b2db69afb1be9dfe2e1668ed1f6a86601720c1,d5a18bd5c907835161bb23912083d48b5e9feb1e2f47004cc19978772aaa0d10,WASP107b,outer_train,not_evaluated
XUV17Msw10e12He0p0110H1,6376507ba3c515323d48a4b42f028d84354cf1fe56b78f697e8062b9c9409e60,a8e3e842dd7033e6618de318423df3f679163831a95c7d4e1f1f838a0da38d29,WASP69b,outer_train,not_evaluated
XUV17Msw15e11He0p0340H1,664d1d4855bbc68a7e600c8298052cbcf5de4ff95a70c606721d53e4e88cd01f,d4867ffd3ed456d81bf41e8a282fd5c21e70c56bf16494d5342efb5b4c990308,WASP52b,outer_train,not_evaluated
XUV17Msw31e12He0p0520H0,94fc9edb0c2ef6fed9d466dcfabac6970d55cd29f878e4d01d0d80504bbee866,88cd288b299cc9a1bd05307ca738661d0a87d5a109792febccb8dab45723bf46,WASP52b,outer_train,not_evaluated
XUV17Msw4e11He0p0140H0,3b5e78225fc46d740fe6951481ca72922cd38ca06f972ae2b18aba48b0d2edf3,4176bcf8e51e0b500258a1deb551481a179a07395265e0808838aa81c53bb9bd,WASP107b,outer_development,primary_nonoverlap
XUV17Msw4e11He0p0600H1,d403577f17b85b85b12e9c0d8cfbcc6c6c89745335e6211309286cdeffc8061d,57bc3eaa35fd968fd422f6c308a904824cea3cfc21bdc9307e3988a92d38f955,WASP69b,outer_development,primary_nonoverlap
XUV17Msw59e12He0p0160H0,3714796641ae444693aace9d243f57c1187204e80895dd10351599754b41b8d7,ff000ed078cc1e2f012a64346597655510f06bf57dbda312df297a15f871d420,WASP52b,outer_train,not_evaluated
XUV17Msw69e11He0p0140H1,e0ec28ef4d2c773697e7b64fc8ae25027ea9a9e4052caa12ca47b6511153361f,4f00f6586b9b5cc62a3f16dd22608a49aebf12bff14beaa01e212d2bdea6e98d,WASP52b,outer_train,not_evaluated
XUV17Msw70e11He0p0240H1,23dec6bb11b02e5879e58a5885fa78ea69b5b08ba1afdc9a947183864c5bf2dc,f6edeaa0671ae9d5bbd132ae1ff6a449bc063ca40f320e6967403b321b394de1,WASP69b,outer_train,not_evaluated
XUV17Msw79e12He0p0600H0,ddf071e4659b41b3041c52c0287a7eefd9aae7cf4c5aa058e8d42d14290b42e7,1066ce5d6c20b74b46ffcef952cb2cb2284ce2949a8551f1a14b1e2e09741458,WASP52b,outer_train,not_evaluated
XUV17Msw79e12He0p1210H1,c1fc8007f04e41acea0ab7702d9b06394281b1730a3f50262bb1d00e079884c5,c49e160b5d5daa63d4155e032518fc7dbd2cdd7d51cefca31326886473530e72,WASP107b,outer_development,primary_nonoverlap
XUV17Msw80e12He0p1390H0,3111e9febd9c904c308411da4d330a2b96d0a3a6085b26d315e4acc2c03fd75d,7d911cf4e1067c6a4f350d088b02d3018b71d61ac7bdd06b68b81b520b284810,WASP69b,outer_train,not_evaluated
XUV17Msw86e12He0p1490H1,b001e1e6f5b100c5140690199e3f8fa5050a8833b99c9f071ad642d2b6102832,bb4fbb69aa60188259f3384c81056d9058463393c99d64fe4b545c00379aefe2,WASP69b,outer_train,not_evaluated
XUV17Msw90e11He0p0170H1,2f0dc06362f1052092a382378a751f561a498f61e86530a241f9e50136169577,c87963ba4533ae83205a2363ee7695ed35643538aef8d9d4817450e721ad0bfc,WASP52b,outer_train,not_evaluated
XUV17Msw98e11He0p0690H1,712c820b7efe6513670d3566bb97759983a8e6b5a2adf35f826523f3a1fa5bf4,f208a562c928ab51e16eaa4513c74ab64c0107cd6e308eb3cab0179e73e25835,WASP69b,outer_train,not_evaluated
XUV19Msw14e11He0p0560H0,adf25b5e3ac561c3469217acb4fc661e4bf30e611608d17cb0cffed654cbe3d7,b6d51a78542f6af6a5966a4e925dc0266941008c665f7560d157c93d55306669,WASP69b,outer_train,not_evaluated
XUV19Msw19e11He0p0210H1,18016c3ec33903d7fd32db74ad52d7fe376db63048060b6a7a268ae142236962,32ef81e4082a6f5f2f2de890a8291efc3e7b7c72bcd9934aae94ba120471cb61,WASP52b,outer_train,not_evaluated
XUV19Msw24e11He0p1050H0,7e73088e89abbf49fa9b7a517f72fbc42dae7a06bd295486a07d6ea919d74ff0,9d17eb0531c0e7f135bad7c415dacfd778047942dbe226d850431b5d7d226f61,WASP107b,outer_development,primary_nonoverlap
XUV19Msw28e11He0p1390H0,83eb07f6a2a0b4686fced187f5d5e07f0a4b5ed3f0b67250ecd01383fcbe9564,0b49513b7eb9b3117c587b03094780b0b65c844c03a07478f8765d9e8a3f2105,WASP69b,outer_development,primary_nonoverlap
XUV19Msw2e11He0p1210H1,63c32bc35207c4c7fd0f2966e9004e5e0a10e087bf6e1e73c27eb3b12ceff473,68c7b287cdc13dffcc6e2b368d2c3a6828a66d4d9eb655f2c452e84f331464cc,WASP52b,outer_development,primary_nonoverlap
XUV19Msw34e11He0p1840H0,5bb47d0bcdf19243235d6d180b17d81f17dbb82b3d7a6979da733c32146c7300,ae8238b907fce77d3ed18990ee8aca2dd7f3ad0aaa69dcf1856c3906c5bb067f,WASP69b,outer_development,primary_nonoverlap
XUV19Msw37e12He0p2790H0,75cbf1baa25e94f1105ffeff203781b4e5ed48958a238e4c3ac7390346d1bc88,91143c4d03b482bc728bb8e9b838b32606e7a57727f1b4aa8b47a8a2e63b7a80,WASP52b,outer_train,not_evaluated
XUV19Msw3e13He0p0860H1,be391880d62ed3bbfacdefe8f356d54fb7d6dd236d1d55e86762bf2acd09075a,0b169c64089f27b053117a33d57f5961f60407c6507f105f23ebff9e2794c2a6,WASP69b,outer_train,not_evaluated
XUV19Msw41e11He0p1300H0,92a754ab2bb29523bcabd672a97b67c5ab9a511f6d9f356f2f7e7778569a4aef,46df771ea896d5fc5b2b776760e6635d5f84d09092208135ee3f0624505e57f4,WASP69b,outer_development,primary_nonoverlap
XUV19Msw41e12He0p0280H1,3f2659bc6e81e32ddc071b279070eb996a41398bd2f34ba2898bf9b1e14b0e10,288d105c6b01a4f0dd92f5e9c7d5aea9ae296b2d149acedd6a1c86ab9156e9fa,WASP69b,outer_train,not_evaluated
XUV19Msw42e11He0p0370H1,9602b889a4517f27fa1ef83e8ff7f340b99370c020566e18f6ba6fc0d64135a8,82a304dd6a007254d6ceae999b78ca327326e2055cd7ad91a91c342afbd0b700,WASP69b,outer_train,not_evaluated
XUV19Msw44e12He0p2430H1,791b59213ca8efdfefc9a46504bb834c7a2b44c86ad0bb08d0f7802caca202fb,3f8d9993cb68f94c0a73220b05c2e03d049666c3a0e05794d6b8f53a4da87aa9,WASP69b,outer_development,primary_nonoverlap
XUV19Msw51e12He0p0230H0,c133f439ff569fadeb665c30f9a621f07233e482e386d22b55b7b9905b777c6a,96cc364e0b5b489412873a5e944f23b0b8e3014f1480aba61940c9ee6f90c551,WASP52b,outer_development,primary_nonoverlap
XUV19Msw63e11He0p0490H0,d304343ec902a3721f9674bf347ba56f6d836cd60a386c0b10050972cc898fd1,e29cfa9f70e9e2ff8d55f488ed6b5d4fa077ddd50da2cffd41a5ba54091bf9e4,WASP107b,outer_development,primary_nonoverlap
XUV19Msw67e11He0p0860H0,60985b472d26350093c59466ef602fe51d04d041d2f5eaf9ab223a189ed9483d,6f895b55a31fa13a342cc794e832e6e5469314f54e56830c84577fdd10a79815,WASP52b,outer_train,not_evaluated
