object_id,outer_train_local_index,fold,group,producer_train_rows,row_in_producer_train
XUV47Msw64e12He0p1130H0,47,1,47,243,False
XUV41Msw93e12He0p0210H0,48,0,48,247,False
XUV47Msw4e11He0p2790H0,49,1,49,243,False
XUV5Msw69e11He0p0520H0,50,1,50,243,False
XUV43Msw41e11He0p0340H0,51,0,51,247,False
XUV19Msw19e11He0p0210H1,52,0,52,247,False
XUV33Msw91e12He0p0800H1,53,1,53,243,False
XUV47Msw64e12He0p2120H0,54,0,54,247,False
XUV35Msw59e12He0p0110H1,55,1,55,243,False
XUV41Msw53e12He0p0520H1,56,0,56,247,False
XUV15Msw1e13He0p0180H0,57,1,57,243,False
XUV19Msw14e11He0p0560H0,58,0,58,247,False
XUV31Msw91e11He0p1210H0,59,1,59,243,False
XUV17Msw59e12He0p0160H0,60,1,60,243,False
XUV47Msw12e11He0p0300H0,61,0,61,247,False
XUV33Msw62e12He0p0320H0,62,0,62,247,False
XUV19Msw37e12He0p2790H0,63,1,63,243,False
XUV19Msw73e11He0p0120H0,64,1,64,243,False
XUV33Msw61e12He0p0520H1,65,0,65,247,False
XUV50Msw8e12He0p03H0,66,0,66,247,False
XUV9Msw2e12He0p030198H0,67,1,67,243,False
XUV40Msw5e13He0p02Ew11H2a1,68,0,68,247,False
XUV25Msw2e12He0p0150H1,69,1,69,243,False
XUV5Msw1e11He0p2-O,70,1,70,243,False
XUV49Msw2e12He0p030198H1,71,0,71,247,False
XUV40Msw2p5e12He0p004,72,1,72,243,False
XUV42Msw8e12He0p03H1,73,0,73,247,False
XUV7Msw76e12He0p1840H0,74,1,74,243,False
XUV33Msw29e11He0p0560H0,75,0,75,247,False
XUV47Msw8e11He0p0180H1,76,0,76,247,False
XUV23Msw7e11He0p1840H0,77,1,77,243,False
XUV35Msw49e12He0p0130H0,78,0,78,247,False
XUV25Msw99e12He0p2120H1,79,1,79,243,False
XUV29Msw37e12He0p2790H1,80,0,80,247,False
XUV41Msw22e13He0p2270H1PName,81,1,81,243,False
XUV9Msw20e12He0p2790H1,82,0,82,247,False
XUV25Msw49e11He0p0420H0,83,1,83,243,False
XUV1Msw66e12He0p0230H1,84,0,84,247,False
XUV21Msw93e11He0p0210H0,85,1,85,243,False
XUV40Msw12e11He0p04H1,86,1,86,243,False
XUV7Msw95e11He0p0320H0,87,0,87,247,False
XUV47Msw49e11He0p1300H1,88,1,88,243,False
XUV7Msw18e11He0p2610H1,89,1,89,243,False
XUV9Msw57e11He0p0260H1,90,0,90,247,False
XUV8Msw6e12He0p015H1,91,0,91,247,False
XUV27Msw13e11he0p012H1,92,1,92,243,False
X10Msw5e13He0p01,93,1,93,243,False
XUV50Msw14e12He0p03H1,94,0,94,247,False
XUV40Msw6e12He0p03H1,95,0,95,247,False
XUV20Msw14e12He0p03H1,96,1,96,243,False
XUV33Msw55e11He0p0460H0,97,0,97,247,False
XUV20Msw2e13He0p02Ew11,98,1,98,243,False
XUV5Msw56e12He0p2430H1,99,0,99,247,False
XUV39Msw28e12He0p0280H0,100,1,100,243,False
XUV3Msw63e11He0p0340H0,101,1,101,243,False
XUV21Msw28e12He0p0130H0,102,0,102,247,False
XUV33Msw66e12He0p2610H1,103,0,103,247,False
XUV27Msw13e11He0p012H0,104,1,104,243,False
XUV41Msw70e11He0p0320H1,105,1,105,243,False
XUV47Msw70e11He0p0980H0,106,0,106,247,False
XUV33Msw94e11He0p0240H1,107,0,107,247,False
XUV40Msw2p5e12He0p002,108,1,108,243,False
XUV43Msw46e12He0p0980H0,109,1,109,243,False
XUV21Msw10e11He0p1130H0,110,0,110,247,False
XUV39Msw19e12He0p0110H0,111,0,111,247,False
XUV11Msw2e12He0p030198H1,112,1,112,243,False
XUV33Msw17e12He0p3000H1,113,0,113,247,False
XUV9Msw30e12He0p0860H0,114,1,114,243,False
XUV49Msw86e11He0p1050H1,115,0,115,247,False
XUV39Msw21e11He0p0560H0,116,1,116,243,False
XUV25Msw1e11He0p01H1,117,0,117,247,False
XUV60Msw5e13He0p01Ew11H2a1,118,1,118,243,False
XUV13Msw88e11He0p0520H0,119,1,119,243,False
XUV49Msw25e11He0p1390H0,120,0,120,247,False
XUV31Msw91e11He0p2790H0,121,0,121,247,False
XUV33Msw35e12He0p0600H0,122,1,122,243,False
XUV9Msw5e13He0p0560H1,123,1,123,243,False
XUV49Msw60e12He0p1300H1,124,0,124,247,False
XUV3Msw35e12He0p0140H0,125,0,125,247,False
XUV9Msw2e12He0p030198H1,126,1,126,243,False
XUV17Msw90e11He0p0170H1,127,0,127,247,False
XUV20Msw2e12He0p03H0,128,1,128,243,False
XUV29Msw2e12He0p030198H0,129,0,129,247,False
XUV31Msw48e11He0p0560H0,130,0,130,247,False
XUV1Msw92e11He0p0980H1,131,1,131,243,False
XUV43Msw14e11He0p1490H1,132,0,132,247,False
XUV40Msw5e13He0p004,133,1,133,243,False
XUV39Msw45e11He0p0980H1,134,0,134,247,False
XUV23Msw14e12He0p1130H1,135,1,135,243,False
XUV29Msw3e11He0p0320H0,136,0,136,247,False
XUV43Msw27e12He0p0100H0,137,1,137,243,False
XUV27Msw27e12He0p0370H0,138,0,138,247,False
XUV49Msw69e12He0p0200H0,139,1,139,243,False
XUV21Msw38e12He0p0980H0,140,1,140,243,False
XUV23Msw68e11He0p0740H1,141,0,141,247,False
XUV29Msw69e12He0p0460H1,142,0,142,247,False
XUV7Msw85e11He0p0150H0,143,1,143,243,False
XUV23Msw85e12He0p0650H1,144,0,144,247,False
XUV21Msw7e12He0p0980H1,145,1,145,243,False
XUV33Msw30e11He0p0110H1,146,0,146,247,False
XUV7Msw2e11He0p0150H0,147,1,147,243,False
XUV39Msw48e12He0p2790H1,148,0,148,247,False
XUV19Msw95e12He0p0320H1,149,1,149,243,False
XUV45Msw53e11He0p1970H0,150,0,150,247,False
XUV45Msw8e12He0p03H1,151,1,151,243,False
XUV1Msw97e11He0p2270H0,152,1,152,243,False
XUV31Msw81e11He0p3000H0,153,0,153,247,False
X5Msw1e11He0p1H2,154,0,154,247,False
XUV23Msw84e12He0p0160H1,155,1,155,243,False
XUV1Msw76e11He0p0650H0,156,1,156,243,False
XUV27Msw40e12He0p0520H1,157,0,157,247,False
XUV15Msw2e12He0p0100H1,158,0,158,247,False
XUV1Msw83e11He0p1720H1,159,1,159,243,False
XUV16Msw1e12He0p05H0,160,0,160,247,False
XUV11Msw45e11He0p0520H1,161,1,161,243,False
XUV5Msw2p5e12He0p05,162,0,162,247,False
XUV39Msw66e11He0p0240H1,163,1,163,243,False
XUV39Msw61e11He0p0340H0,164,0,164,247,False
XUV41Msw44e11He0p0160H1,165,1,165,243,False
XUV5Msw11e11He0p0320H0,166,0,166,247,False
XUV49Msw83e11He0p0600H1,167,1,167,243,False
XUV45Msw68e11He0p0150H0,168,0,168,247,False
XUV9Msw63e12He0p0980H1,169,1,169,243,False
XUV7Msw29e11He0p1970H0,170,0,170,247,False
XUV19Msw96e12He0p0420H0,171,1,171,243,False
XUV29Msw67e12He0p0300H0,172,0,172,247,False
XUV45Msw6e12He0p3000H0,173,1,173,243,False
XUV25Msw86e11He0p0300H0,174,1,174,243,False
XUV7Msw68e12He0p0110H0,175,0,175,247,False
XUV29Msw25e11He0p1300H0,176,1,176,243,False
XUV31Msw15e11He0p0210H1,177,0,177,247,False
XUV29Msw49e13He0p2610H0,178,1,178,243,False
XUV5Msw98e11He0p1970H0,179,0,179,247,False
XUV45Msw19e11He0p0110H1,180,0,180,247,False
XUV11Msw46e12He0p2610H0,181,1,181,243,False
XUV45Msw8e12He0p03H0,182,0,182,247,False
XUV13Msw26e11He0p0740H1,183,1,183,243,False
XUV35Msw2e12He0p02H0,184,1,184,243,False
XUV43Msw22e12He0p0860H0,185,0,185,247,False
XUV43Msw18e11He0p1210H0,186,0,186,247,False
XUV41Msw91e12He0p1050H0,187,1,187,243,False
XUV3Msw38e12He0p1840H0,188,1,188,243,False
XUV21Msw60e12He0p0320H1,189,0,189,247,False
XUV33Msw24e11He0p0560H0,190,0,190,247,False
XUV9Msw6e12He0p2790H0,191,1,191,243,False
XUV14Msw3e13He0p03H1,192,0,192,247,False
XUV33Msw47e11He0p0490H1,193,1,193,243,False
XUV39Msw2e11He0p2270H0,194,0,194,247,False
XUV30Msw14e12He0p06H1,195,1,195,243,False
XUV29Msw62e11He0p0740H1,196,1,196,243,False
XUV11Msw40e12He0p2120H1,197,0,197,247,False
XUV15Msw86e11He0p0650H0,198,1,198,243,False
XUV15Msw62e11He0p2120H0,199,0,199,247,False
XUV21Msw45e12He0p0280H0,200,0,200,247,False
XUV15Msw14e11He0p2120H1,201,1,201,243,False
XUV45Msw15e12He0p1050H1,202,0,202,247,False
XUV11Msw25e12He0p2120H0,203,1,203,243,False
XUV27Msw10e11He0p1300H1,204,1,204,243,False
XUV27Msw57e12He0p0370H0,205,0,205,247,False
XUV45Msw65e11He0p0100H1,206,0,206,247,False
XUV15Msw40e12He0p1130H0,207,1,207,243,False
XUV39Msw71e11He0p2430H0,208,0,208,247,False
XUV40Msw11e12He0p04H1,209,1,209,243,False
XUV15Msw58e12He0p1490H1,210,0,210,247,False
XUV1Msw51e12He0p0170H0,211,1,211,243,False
XUV7Msw19e12He0p1490H1,212,0,212,247,False
XUV23Msw57e12He0p0230H0,213,1,213,243,False
X30Msw1e11He0p25,214,1,214,243,False
XUV17Msw70e11He0p0240H1,215,0,215,247,False
XUV17Msw79e12He0p0600H0,216,0,216,247,False
XUV31Msw43e11He0p0340H1,217,1,217,243,False
XUV31Msw17e11He0p1300H0,218,1,218,243,False
XUV3Msw17e11He0p1970H1,219,0,219,247,False
XUV3Msw84e11He0p0150H1,220,0,220,247,False
XUV39Msw3e11He0p0740H1,221,1,221,243,False
XUV33Msw35e12He0p1210H0,222,0,222,247,False
XUV28Msw5e11He0p01H0,223,1,223,243,False
XUV29Msw78e12He0p2120H0,224,0,224,247,False
XUV25Msw30e11He0p0200H1,225,1,225,243,False
XUV60Msw1e11He0p015Ew11H2a1,226,0,226,247,False
XUV7Msw78e12He0p3000H1,227,1,227,243,False
XUV5Msw1e11He0p2Sol_max-new,228,0,228,247,False
XUV48Msw4e12He0p06H1,229,1,229,243,False
XUV41Msw7e12He0p0130H1,230,0,230,247,False
XUV27Msw2e12He0p030198H0,231,1,231,243,False
XUV23Msw6e12He0p2270H0,232,0,232,247,False
XUV47Msw93e12He0p2610H1,233,1,233,243,False
XUV23Msw49e12He0p1130H0,234,0,234,247,False
XUV37Msw4e11He0p1390H0,235,1,235,243,False
XUV15Msw98e11He0p0200H0,236,0,236,247,False
XUV40Msw8e12He0p03H1,237,1,237,243,False
XUV45Msw84e11He0p0460H0,238,1,238,243,False
XUV25Msw2e12He0p0920H1,239,0,239,247,False
XUV7Msw3e13He0p1210H1,240,0,240,247,False
XUV25Msw71e11He0p0650H0,241,1,241,243,False
XUV27Msw2e13He0p0370H0,242,0,242,247,False
XUV35Msw6e12He0p04H0,243,1,243,243,False
XUV37Msw53e11He0p1300H1,244,0,244,247,False
X10Msw1e11He0p075,245,1,245,243,False
XUV43Msw39e12He0p0200H1,246,1,246,243,False
XUV11Msw10e11He0p0800H1,247,0,247,247,False
XUV15Msw35e12He0p0740H0,248,1,248,243,False
XUV33Msw42e12He0p3000H0,249,0,249,247,False
XUV29Msw49e11He0p0180H0,250,1,250,243,False
XUV21Msw47e11He0p1210H1,251,0,251,247,False
XUV1Msw77e12He0p2120H0,252,0,252,247,False
XUV30Msw6e12He0p02H1,253,1,253,243,False
XUV3Msw12e12He0p0800H1,254,1,254,243,False
XUV25Msw69e11He0p0320H1,255,0,255,247,False
XUV7Msw71e13He0p0420H1,256,1,256,243,False
XUV15Msw60e12He0p0100H1,257,0,257,247,False
XUV19Msw67e11He0p0860H0,258,0,258,247,False
XUV21Msw79e11He0p0100H1,259,1,259,243,False
XUV23Msw29e11He0p0650H0,260,0,260,247,False
XUV25Msw14e12He0p03H1,261,1,261,243,False
XUV9Msw36e11He0p0130H0,262,0,262,247,False
XUV11Msw44e12He0p0860H1,263,1,263,243,False
XUV9Msw74e11He0p0300H1,264,0,264,247,False
XUV41Msw58e12He0p0240H0,265,1,265,243,False
XUV5Msw1e11He0p2new,266,0,228,247,False
XUV21Msw51e12He0p0980H0,267,1,266,243,False
XUV25Msw51e11He0p1840H0,268,0,267,247,False
XUV45Msw3e12He0p0920H0,269,1,268,243,False
XUV31Msw12e12He0p0140H1,270,0,269,247,False
XUV29Msw56e11He0p0280H0,271,0,270,247,False
XUV37Msw47e11He0p0860H0,272,1,271,243,False
XUV25Msw2e12He0p1720H1PName,273,0,272,247,False
XUV47Msw23e11He0p0520H1,274,1,273,243,False
XUV47Msw77e11He0p1490H0,275,1,274,243,False
XUV9Msw30e12He0p0920H0,276,0,275,247,False
XUV47Msw4e11He0p0980H1,277,1,276,243,False
XUV47Msw39e11He0p1490H1,278,0,277,247,False
XUV1Msw93e12He0p0110H1,279,1,278,243,False
XUV5Msw1e11He0p2,280,1,70,243,False
XUV3Msw6e11He0p0210H1,281,0,279,247,False
XUV11Msw18e12He0p0920H1,282,0,280,247,False
XUV10Msw1e11He0p2Solnew,283,1,281,243,False
XUV50Msw14e12He0p03H0,284,1,282,243,False
XUV15Msw16e12He0p0130H0,285,0,283,247,False
XUV27Msw93e11He0p1720H0,286,0,284,247,False
XUV15Msw1e11He0p03H1,287,1,285,243,False
XUV37Msw43e11He0p0560H1,288,1,286,243,False
XUV27Msw99e12He0p1840H1,289,0,287,247,False
XUV49Msw46e12He0p1970H1,290,0,288,247,False
XUV35Msw68e12He0p0650H0,291,1,289,243,False
XUV33Msw41e12He0p0140H1,292,0,290,247,False
XUV21Msw25e12He0p0100H0,293,1,291,243,False
XUV23Msw13e11He0p0100H0,294,0,292,247,False
XUV29Msw1e11He0p0490H1,295,1,293,243,False
XUV15Msw62e12He0p0600H0,296,1,294,243,False
XUV43Msw76e12He0p1050H1,297,0,295,247,False
XUV13Msw25e11He0p0180H1,298,0,296,247,False
XUV13Msw10e11He0p0690H1,299,1,297,243,False
XUV29Msw47e12He0p0920H1,300,1,298,243,False
XUV13Msw99e12He0p0210H0,301,0,299,247,False
XUV49Msw2e12He0p030198H0,302,0,300,247,False
XUV19Msw82e12He0p0980H1,303,1,301,243,False
XUV31Msw73e11He0p0300H0,304,1,302,243,False
XUV45Msw73e11He0p0100H1,305,0,303,247,False
XUV40Msw11e12He0p04H0,306,0,304,247,False
XUV3Msw34e11He0p0180H0,307,1,305,243,False
XUV7Msw45e12He0p0980H0,308,1,306,243,False
XUV9Msw27e11He0p1720H1,309,0,307,247,False
XUV40Msw14e12He0p1H1,310,0,308,247,False
XUV29Msw2e13He0p1840H1,311,1,309,243,False
XUV49Msw30e11He0p0370H1,312,0,310,247,False
X20Msw1e11He0p15,313,1,17,243,False
XUV35Msw92e12He0p2790H1,314,1,311,243,False
XUV9Msw50e11He0p0210H0,315,0,312,247,False
XUV33Msw90e11He0p0300H0,316,1,313,243,False
XUV25Msw6e12He0p03H0,317,0,314,247,False
XUV21Msw29e12He0p0180H1,318,1,315,243,False
XUV33Msw2e12He0p030198H0,319,0,316,247,False
XUV23Msw63e11He0p0300H1,320,1,317,243,False
XUV20Msw3e11He0p02H0,321,0,318,247,False
XUV3Msw7e12He0p02H1,322,1,319,243,False
XUV25Msw59e11He0p0740H0,323,0,320,247,False
XUV41Msw22e11He0p1970H0,324,1,321,243,False
XUV41Msw31e11He0p0920H1,325,0,322,247,False
XUV3Msw56e11He0p0370H1,326,1,323,243,False
XUV35Msw30e12He0p2790H1,327,1,324,243,False
XUV21Msw85e11He0p0650H1,328,0,325,247,False
XUV49Msw28e12He0p0200H1,329,0,326,247,False
XUV29Msw64e12He0p0420H1,330,1,327,243,False
XUV16Msw14e12He0p02H0,331,0,328,247,False
XUV5Msw1e11He0p2Sol,332,1,70,243,False
X10Msw1e11He0p075H2Ew11,333,1,329,243,False
XUV29Msw19e12He0p3000H0,334,0,330,247,False
XUV5Msw14e11He0p0320H0,335,1,331,243,False
XUV35Msw21e12He0p0460H0,336,1,332,243,False
XUV9Msw90e12He0p0260H1,337,0,333,247,False
X10Msw2e13He0p02,338,0,334,247,False
XUV31Msw9e11He0p2790H1,339,1,335,243,False
XUV47Msw19e11He0p0280H1,340,0,336,247,False
XUV43Msw37e12He0p2610H0,341,1,337,243,False
XUV21Msw57e11He0p1970H1,342,0,338,247,False
XUV49Msw57e13He0p0740H1,343,1,339,243,False
XUV1Msw94e11He0p0140H0,344,1,340,243,False
XUV3Msw98e12He0p0980H0,345,0,341,247,False
XUV19Msw3e13He0p0860H1,346,0,342,247,False
XUV49Msw71e11He0p0240H1,347,1,343,243,False
XUV33Msw76e11He0p0210H1,348,0,344,247,False
XUV11Msw21e12He0p0370H1,349,1,345,243,False
XUV7Msw9e11He0p0690H0,350,1,346,243,False
XUV41Msw79e12He0p0400H0,351,0,347,247,False
XUV35Msw2e12He0p03H1,352,0,348,247,False
XUV15Msw1e12He0p05H0,353,1,349,243,False
XUV13Msw7e12He0p0340H0,354,0,350,247,False
XUV13Msw76e11He0p1210H0,355,1,351,243,False
XUV11Msw14e11He0p2430H0,356,0,352,247,False
XUV43Msw58e12He0p0160H1,357,1,353,243,False
XUV17Msw31e12He0p0520H0,358,1,354,243,False
XUV30Msw5e13He0p02Ew11,359,1,98,243,False
XUV37Msw87e11He0p0320H1,360,0,355,247,False
XUV14Msw3e13He0p03H0,361,1,356,243,False
XUV5Msw1e11He0p2Na-Ca-O,362,1,70,243,False
XUV47Msw61e12He0p1840H0,363,0,357,247,False
XUV17Msw69e11He0p0140H1,364,1,358,243,False
XUV45Msw2e12He0p0400H0,365,0,359,247,False
XUV25Msw89e11He0p0110H0,366,0,360,247,False
XUV25Msw29e12He0p1130H1,367,1,361,243,False
XUV23Msw14e12He0p2790H0,368,0,362,247,False
XUV9Msw67e11He0p0300H0,369,1,363,243,False
XUV23Msw17e11He0p0210H0,370,0,364,247,False
XUV1Msw92e12He0p3000H0,371,0,365,247,False
XUV45Msw6e12He0p0600H0,372,0,366,247,False
XUV17Msw98e11He0p0690H1,373,1,367,243,False
XUV9Msw45e11He0p0520H1,374,0,368,247,False
XUV15Msw91e12He0p0140H0,375,1,369,243,False
XUV21Msw31e12He0p0920H1,376,0,370,247,False
XUV47Msw43e12He0p0130H1,377,1,371,243,False
XUV11Msw11e12He0p0560H0,378,0,372,247,False
XUV20Msw3e12He0p03H1,379,1,373,243,False
XUV20Msw5e13He0p001Ew11H2a0,380,1,98,243,False
XUV5Msw1e12He0p0460H0,381,0,374,247,False
XUV24Msw12e12He0p02H0,382,1,375,243,False
XUV3Msw97e12He0p1720H1,383,0,376,247,False
XUV21Msw4e13He0p1050H1,384,1,377,243,False
XUV5Msw37e11He0p0320H1,385,0,378,247,False
XUV1Msw61e12He0p0740H1,386,1,379,243,False
XUV29Msw29e12He0p0120H0,387,0,380,247,False
XUV3Msw80e12He0p0130H0,388,1,381,243,False
XUV9Msw87e11He0p0280H1,389,1,382,243,False
XUV43Msw35e12He0p1300H1,390,0,383,247,False
XUV3Msw8e11He0p0140H1,391,0,384,247,False
XUV45Msw38e11He0p1210H0,392,1,385,243,False
XUV9Msw33e11He0p0200H0,393,1,386,243,False
XUV25Msw3e11He0p015H1,394,0,387,247,False
XUV27Msw18e11He0p0170H0,395,0,388,247,False
XUV21Msw34e12He0p0980H0,396,1,389,243,False
XUV35Msw39e11He0p0920H1,397,0,390,247,False
XUV25Msw45e11He0p1490H1,398,1,391,243,False
XUV23Msw20e12He0p0650H0,399,0,392,247,False
XUV1Msw68e12He0p0150H0,400,1,393,243,False
XUV9Msw28e12He0p1970H1,401,0,394,247,False
XUV19Msw41e12He0p0280H1,402,1,395,243,False
XUV11Msw2e12He0p030198H0,403,0,396,247,False
XUV15Msw47e12He0p0980H1,404,1,397,243,False
XUV5Msw41e12He0p0280H1,405,0,398,247,False
XUV15Msw48e12He0p0340H0,406,1,399,243,False
XUV45Msw6e12Heop03H1,407,0,400,247,False
XUV31Msw32e12He0p0600H0,408,1,401,243,False
XUV23Msw92e11He0p0650H1,409,0,402,247,False
XUV30Msw2e12He0p015H1,410,1,403,243,False
XUV47Msw42e12He0p2790H0,411,1,404,243,False
XUV45Msw59e12He0p1720H1,412,0,405,247,False
XUV39Msw76e11He0p1050H1,413,0,406,247,False
XUV13Msw2e12He0p030198H0,414,1,407,243,False
XUV7Msw96e11He0p0300H0,415,0,408,247,False
XUV33Msw9e12He0p0980H1,416,1,409,243,False
XUV21Msw32e12He0p0170H1,417,0,410,247,False
XUV48Msw4e12He0p06H0,418,1,411,243,False
XUV31Msw2e12He0p0560H1,419,0,412,247,False
XUV40Msw13e12He0p02H0,420,1,413,243,False
XUV23Msw42e11He0p0690H1,421,1,414,243,False
XUV11Msw21e11He0p0100H0,422,0,415,247,False
X10Msw2e13He0p005,423,0,416,247,False
XUV40Msw1e11He0p002,424,1,417,243,False
XUV25Msw2e12He0p02H0,425,1,418,243,False
XUV6Msw6e12He0p01H0,426,0,419,247,False
XUV23Msw51e12He0p0520H0,427,1,420,243,False
XUV37Msw61e12He0p2120H1,428,0,421,247,False
XUV21Msw18e12He0p0860H0,429,0,422,247,False
XUV21Msw27e11He0p1970H0,430,1,423,243,False
XUV42Msw3e11He0p04H0,431,0,424,247,False
XUV40Msw2e12He0p03H1,432,1,425,243,False
XUV3Msw28e12He0p0520H0,433,0,426,247,False
XUV35Msw63e12He0p0140H0,434,1,427,243,False
XUV21Msw64e12He0p0240H0,435,1,428,243,False
XUV25Msw2e12He0p03H1,436,0,429,247,False
XUV49Msw58e12He0p0520H1,437,0,430,247,False
XUV43Msw69e12He0p0170H0,438,1,431,243,False
XUV31Msw83e11He0p1840H0,439,0,432,247,False
XUV9Msw49e11He0p0260H1,440,1,433,243,False
XUV47Msw33e11He0p0230H0,441,0,434,247,False
XUV7Msw98e11He0p0560H1,442,1,435,243,False
XUV29Msw66e12He0p0130H1,443,1,436,243,False
XUV47Msw98e12He0p0800H1,444,0,437,247,False
XUV49Msw33e12He0p1490H0,445,1,438,243,False
XUV13Msw99e12He0p0110H1,446,0,439,247,False
XUV25Msw27e12He0p0800H0,447,0,440,247,False
XUV25Msw45e12He0p0420H1,448,1,441,243,False
XUV35Msw54e11He0p0300H0,449,1,442,243,False
X5Msw2p5e12He0p06H2,450,0,443,247,False
XUV49Msw47e11He0p2790H1,451,1,444,243,False
XUV21Msw95e12He0p0200H0,452,0,445,247,False
XUV35Msw14e12He0p06H1,453,1,446,243,False
XUV35Msw44e11He0p0920H0,454,0,447,247,False
XUV13Msw20e11He0p2610H1,455,1,448,243,False
XUV35Msw45e11He0p0100H0,456,1,449,243,False
XUV35Msw20e12He0p0650H0,457,0,450,247,False
XUV17Msw15e11He0p0340H1,458,0,451,247,False
XUV25Msw5e11He0p0490H0,459,1,452,243,False
XUV7Msw3e12He0p0460H0,460,0,453,247,False
XUV25Msw2e12He0p0320H1,461,1,454,243,False
XUV45Msw2e12He0p1390H1,462,0,455,247,False
XUV29Msw92e12He0p1720H0,463,1,456,243,False
XUV31Msw31e11He0p0120H0,464,0,457,247,False
XUV27Msw79e12He0p0400H0,465,1,458,243,False
XUV3Msw21e12He0p2430H0,466,1,459,243,False
XUV40Msw2e12He0p03H0,467,0,460,247,False
XUV33Msw2e12He0p030198H1,468,1,461,243,False
XUV39Msw88e11He0p0210H0,469,0,462,247,False
XUV47Msw91e11He0p0180H0,470,1,463,243,False
XUV17Msw10e12He0p0110H1,471,0,464,247,False
XUV3Msw20e12He0p0240H0,472,0,465,247,False
XUV27Msw3e13He0p0920H0,473,1,466,243,False
XUV15Msw6e12He0p04H1,474,0,467,247,False
XUV13Msw3e13He0p0740H1,475,1,468,243,False
XUV29Msw34e11He0p1300H1,476,1,469,243,False
XUV29Msw3e12He0p1130H0,477,0,470,247,False
XUV29Msw37e12He0p0400H0,478,0,471,247,False
XUV27Msw1e12He0p0170H0,479,1,472,243,False
XUV25Msw3e12He0p015H0,480,0,473,247,False
XUV3Msw13e12He0p0100H0,481,1,474,243,False
XUV29Msw55e11He0p1720H0,482,0,475,247,False
XUV27Msw5e13He0p0690H1,483,1,476,243,False
XUV11Msw65e12He0p2430H1,484,0,477,247,False
XUV13Msw2e12He0p030198H1,485,1,478,243,False
XUV13Msw60e11He0p0230H1,486,0,479,247,False
XUV7Msw63e12He0p0740H1,487,1,480,243,False
XUV49Msw13e12He0p3000H0,488,0,481,247,False
XUV25Msw15e11He0p0260H0,489,1,482,243,False
